,c_name,0
22,机械行业,23
33,电子信息,21
18,房地产,12
12,商业百货,11
34,电子器件,11
2,传媒娱乐,10
25,汽车制造,10
30,生物制药,9
0,交通运输,9
16,建筑建材,8
7,化工行业,7
31,电力行业,5
4,其它行业,5
28,环保行业,4
36,纺织行业,4
42,钢铁行业,4
21,服装鞋类,4
23,次新股,4
13,塑料制品,4
44,飞机制造,3
5,农林牧渔,3
6,农药化肥,3
11,发电设备,3
40,酒店旅游,3
45,食品行业,2
9,医疗器械,2
41,金融行业,2
37,综合行业,2
35,纺织机械,2
8,化纤行业,2
29,玻璃行业,2
10,印刷包装,2
27,物资外贸,2
24,水泥行业,2
1,仪器仪表,2
15,家电行业,2
20,有色金属,2
39,造纸行业,2
3,供水供气,1
43,陶瓷行业,1
17,开发区,1
38,船舶制造,1
19,摩托车,1
26,煤炭行业,1
14,家具行业,1
32,电器行业,1
