,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2760,002873,新天药业,0.82,-21.46,,9.93,,6500.91,5.27,,10-25
2761,002890,弘宇股份,0.41,-43.06,,5.22,,2709.07,-29.87,,10-25
2762,300599,雄塑科技,0.5,66.67,,11.67,,15223.88,73.73,,10-25
2763,002908,德生科技,0.25,-34.63,,5.17,,3311.92,-12.64,,10-25
2764,603558,健盛集团,0.42,50.0,,6.05,,17369.06,63.66,,10-25
2765,002298,中电兴发,0.17,1.21,,2.72,,11775.66,0.84,,10-25
2766,300030,阳普医疗,0.05,0.0,,1.58,,1516.22,0.78,,10-25
2767,300386,飞天诚信,0.18,38.46,,4.57,,7706.38,42.98,,10-25
2768,002394,联发股份,0.78,14.71,,7.9,,25093.85,14.34,,10-25
2769,603818,曲美家居,0.2,-44.44,,5.8,,9505.46,-45.4,,10-25
2770,000677,恒天海龙,0.0,-2.5,,1.23,,338.57,-0.99,,10-25
2771,300455,康拓红外,0.08,-20.23,,5.23,,4320.07,3.67,,10-25
2772,002431,棕榈股份,0.01,-92.31,,0.27,,1492.49,-91.71,,10-25
2773,002792,通宇通讯,0.26,-51.85,,2.43,,6040.88,-50.87,,10-25
2774,600630,龙头股份,0.13,-48.0,,2.89,,5320.96,-50.4,,10-25
2775,002190,成飞集成,-0.28,-15527.78,,-5.66,,-9961.72,-16472.76,,10-25
2776,002845,同兴达,0.43,-20.37,,8.41,,8714.41,-17.27,,10-25
2777,000877,天山股份,0.73,104.68,,9.99,,76543.24,143.9,,10-25
2778,002560,通达股份,0.07,163.16,,1.84,,2789.93,163.08,,10-25
2779,002576,通达动力,0.1,2987.5,,1.9,,1631.75,2973.87,,10-25
2780,601606,长城军工,0.06,-14.29,,2.32,,3997.06,-5.21,,10-25
2781,000510,金路集团,0.14,113.89,,9.43,,8444.47,113.93,,10-25
2782,300309,吉艾科技,0.35,66.67,,10.09,,30520.23,193.9,,10-25
2783,000550,江铃汽车,0.25,-66.67,,1.94,,21878.71,-66.0,,10-25
2784,601965,中国汽研,0.27,17.39,,5.97,,25761.95,18.12,,10-25
2785,300357,我武生物,0.65,-29.17,,22.02,,18933.88,27.51,,10-25
2786,002672,东江环保,0.43,13.16,,9.52,,37259.5,14.21,,10-25
2787,300423,鲁亿通,1.23,712.42,,13.85,,33475.28,1953.52,,10-25
2788,000688,国城矿业,0.27,-13.51,,13.24,,30723.59,-13.5,,10-25
2789,002468,申通快递,1.05,41.89,,21.36,,161064.61,42.86,,10-25
2790,002484,江海股份,0.22,21.05,,22.22,,17812.63,21.08,,10-25
2791,002195,二三四五,0.25,15.9,,13.31,,108082.49,51.82,,10-25
2792,000856,冀东装备,0.07,,,5.28,,1594.18,2978.24,,10-25
2793,300558,贝达药业,0.37,-27.45,,7.02,,14775.94,-27.37,,10-25
2794,002533,金杯电工,0.2,1.52,,4.78,,11057.67,2.36,,10-25
2795,600299,安迪苏,0.26,-23.53,,5.34,,70951.43,-22.17,,10-25
2796,000949,新乡化纤,0.07,45.0,,2.43,,8749.88,44.82,,10-25
2797,603583,捷昌驱动,1.76,44.26,,26.72,,15965.56,44.44,,10-25
2798,000968,蓝焰控股,0.49,40.0,,14.06,,47810.06,50.81,,10-25
2799,603667,五洲新春,0.37,-5.13,,6.87,,8434.66,7.96,,10-25
2800,300056,三维丝,-0.1,-79.66,,-2.84,,-3921.05,-79.53,,10-25
2801,300380,安硕信息,0.1,702.46,,3.28,,1345.96,700.49,,10-25
2802,603722,阿科力,0.37,-40.32,,6.12,,3186.14,-21.57,,10-25
2803,300708,聚灿光电,-0.32,-166.56,,-12.47,,-8274.92,-189.17,,10-25
2804,002083,孚日股份,0.36,1.25,,10.29,,33100.8,1.35,,10-25
2805,300428,四通新材,0.2,-31.03,,8.34,,5804.74,-17.95,,10-25
2806,603086,先达股份,1.6,40.35,,14.85,,17930.12,128.91,,10-25
2807,300481,濮阳惠成,0.34,-1.62,,12.11,,8508.28,53.85,,10-25
2808,603313,梦百合,0.46,-23.33,,6.96,,11042.05,-23.84,,10-25
2809,300530,达志科技,0.62,-1.59,,8.86,,4372.17,-0.26,,10-25
2810,002838,道恩股份,0.35,-33.75,,9.89,,8770.22,32.5,,10-25
2811,300563,神宇股份,0.42,2.82,,7.29,,3353.6,2.82,,10-25
2812,002554,惠博普,0.03,-57.14,,1.35,,2901.83,-62.48,,10-25
2813,002889,东方嘉盛,0.74,-10.91,,7.61,,10245.51,10.88,,10-25
2814,002570,*ST因美,0.03,-108.33,,1.49,,2796.4,-107.7,,10-25
2815,300631,久吾高科,0.31,11.94,,5.31,,3136.11,22.16,,10-25
2816,002618,丹邦科技,0.05,50.0,,1.47,,2513.25,49.82,,10-25
2817,603650,彤程新材,0.59,40.48,,24.18,,32250.91,44.63,,10-25
2818,300368,汇金股份,0.1,-468.6,,5.69,,5149.56,-466.36,,10-25
2819,603030,全筑股份,0.24,166.67,,7.61,,12659.16,160.35,,10-25
2820,002083,孚日股份,0.36,1.25,,10.29,,33100.8,1.35,,10-25
2821,300428,四通新材,0.2,-31.03,,8.34,,5804.74,-17.95,,10-25
2822,000688,国城矿业,0.27,-13.51,,13.24,,30723.59,-13.5,,10-25
2823,300481,濮阳惠成,0.34,-1.62,,12.11,,8508.28,53.85,,10-25
2824,603313,梦百合,0.46,-23.33,,6.96,,11042.05,-23.84,,10-25
2825,300530,达志科技,0.62,-1.59,,8.86,,4372.17,-0.26,,10-25
2826,002838,道恩股份,0.35,-33.75,,9.89,,8770.22,32.5,,10-25
2827,300563,神宇股份,0.42,2.82,,7.29,,3353.6,2.82,,10-25
2828,002554,惠博普,0.03,-57.14,,1.35,,2901.83,-62.48,,10-25
2829,002889,东方嘉盛,0.74,-10.91,,7.61,,10245.51,10.88,,10-25
2830,002570,*ST因美,0.03,-108.33,,1.49,,2796.4,-107.7,,10-25
2831,300631,久吾高科,0.31,11.94,,5.31,,3136.11,22.16,,10-25
2832,002618,丹邦科技,0.05,50.0,,1.47,,2513.25,49.82,,10-25
2833,603650,彤程新材,0.59,40.48,,24.18,,32250.91,44.63,,10-25
2834,300368,汇金股份,0.1,-468.6,,5.69,,5149.56,-466.36,,10-25
2835,603030,全筑股份,0.24,166.67,,7.61,,12659.16,160.35,,10-25
2836,300094,国联水产,0.29,107.14,,10.96,,22675.3,102.03,,10-25
2837,002072,凯瑞德,-0.1,-451.85,,-32.02,,-1676.66,-449.96,,10-25
2838,002393,力生制药,0.58,5.45,,3.37,,10495.68,4.96,,10-25
2839,603086,先达股份,1.6,40.35,,14.85,,17930.12,128.91,,10-25
2840,002757,南兴装备,0.95,38.39,,12.58,,11714.17,55.44,,10-25
2841,002125,湘潭电化,0.18,55.17,,5.48,,6216.91,54.51,,10-25
2842,603966,法兰泰克,0.23,-19.36,,5.54,,4753.0,9.5,,10-25
2843,600611,大众交通,0.24,1.65,,6.43,,57761.35,1.65,,10-25
2844,002173,创新医疗,0.27,28.57,,3.32,,12265.45,28.18,,10-25
2845,002895,川恒股份,0.17,-52.84,,3.39,,6640.39,-48.24,,10-25
2846,300276,三丰智能,0.36,1551.83,,6.41,,18311.43,2145.93,,10-25
2847,002253,川大智胜,0.14,48.5,,2.38,,3129.85,48.6,,10-25
2848,002912,中新赛克,1.47,23.53,,13.15,,15638.05,64.04,,10-25
2849,300620,光库科技,0.79,50.93,,13.72,,6913.44,64.64,,10-25
2850,603686,龙马环卫,0.67,-6.94,,8.99,,19903.45,3.94,,10-25
2851,002350,北京科锐,0.15,276.53,,4.65,,6788.05,367.05,,10-25
2852,300701,森霸传感,0.65,-9.72,,11.7,,5225.0,21.66,,10-25
2853,002414,高德红外,0.16,116.02,,2.89,,9681.25,116.06,,10-25
2854,600565,迪马股份,0.16,-27.27,,4.95,,37585.05,-26.81,,10-25
2855,300152,科融环境,-0.37,-2923.08,,-14.29,,-26143.41,-2889.5,,10-25
2856,600203,福日电子,0.04,-66.67,,0.97,,1977.55,-63.38,,10-25
2857,603303,得邦照明,0.51,-33.66,,8.52,,20901.05,23.03,,10-25
2858,002532,新界泵业,0.22,-12.0,,7.97,,11166.29,-13.81,,10-25
2859,600674,川投能源,0.63,-3.02,,12.57,,277123.46,-3.02,,10-25
2860,002226,江南化工,0.17,70.01,,3.85,,21388.74,133.17,,10-25
2861,002259,ST升达,-0.05,-428.66,,-2.46,,-4057.42,-429.44,,10-25
2862,300313,天山生物,0.18,856.84,,3.43,,4756.01,1168.27,,10-25
2863,002291,星期六,0.05,2.91,,1.32,,1973.09,2.77,,10-25
2864,000554,泰山石油,0.0,-28.57,,0.13,,118.75,-28.45,,10-25
2865,300055,万邦达,0.28,-19.06,,4.08,,23955.21,-19.06,,10-25
2866,002066,瑞泰科技,0.04,8.95,,1.97,,815.3,8.78,,10-25
2867,600129,太极集团,0.26,43.54,,6.59,,14650.45,87.19,,10-25
2868,300448,浩云科技,0.06,-14.29,,2.17,,2474.56,68.2,,10-25
2869,002424,贵州百灵,0.28,12.0,,10.6,,38274.61,10.27,,10-25
2870,603883,老百姓,1.14,10.68,,11.18,,32466.31,18.33,,10-25
2871,603186,华正新材,0.45,-16.67,,9.06,,5784.56,-17.69,,10-25
2872,002472,双环传动,0.28,3.7,,5.52,,19022.53,4.99,,10-25
2873,002520,日发精机,0.11,37.5,,3.52,,6282.67,34.55,,10-25
2874,002569,步森股份,-0.04,-75.0,,-1.14,,-556.19,-75.49,,10-25
2875,002633,申科股份,-0.01,271.43,,-0.23,,-117.35,277.51,,10-25
2876,002649,博彦科技,0.33,31.21,,7.42,,16746.44,29.47,,10-25
2877,002344,海宁皮城,0.23,15.0,,4.0,,29714.02,15.72,,10-25
2878,002665,首航节能,-0.01,-111.33,,-0.22,,-1634.21,-114.66,,10-25
2879,600135,乐凯胶片,0.07,-62.18,,1.55,,2630.18,-62.17,,10-25
2880,300701,森霸传感,0.65,-9.72,,11.7,,5225.0,21.66,,10-25
2881,002414,高德红外,0.16,116.02,,2.89,,9681.25,116.06,,10-25
2882,002757,南兴装备,0.95,38.39,,12.58,,11714.17,55.44,,10-25
2883,002125,湘潭电化,0.18,55.17,,5.48,,6216.91,54.51,,10-25
2884,603966,法兰泰克,0.23,-19.36,,5.54,,4753.0,9.5,,10-25
2885,600611,大众交通,0.24,1.65,,6.43,,57761.35,1.65,,10-25
2886,002173,创新医疗,0.27,28.57,,3.32,,12265.45,28.18,,10-25
2887,603303,得邦照明,0.51,-33.66,,8.52,,20901.05,23.03,,10-25
2888,002532,新界泵业,0.22,-12.0,,7.97,,11166.29,-13.81,,10-25
2889,600674,川投能源,0.63,-3.02,,12.57,,277123.46,-3.02,,10-25
2890,002226,江南化工,0.17,70.01,,3.85,,21388.74,133.17,,10-25
2891,002259,ST升达,-0.05,-428.66,,-2.46,,-4057.42,-429.44,,10-25
2892,300313,天山生物,0.18,856.84,,3.43,,4756.01,1168.27,,10-25
2893,002291,星期六,0.05,2.91,,1.32,,1973.09,2.77,,10-25
2894,000554,泰山石油,0.0,-28.57,,0.13,,118.75,-28.45,,10-25
2895,300055,万邦达,0.28,-19.06,,4.08,,23955.21,-19.06,,10-25
2896,002066,瑞泰科技,0.04,8.95,,1.97,,815.3,8.78,,10-25
2897,600129,太极集团,0.26,43.54,,6.59,,14650.45,87.19,,10-25
2898,600565,迪马股份,0.16,-27.27,,4.95,,37585.05,-26.81,,10-25
2899,300152,科融环境,-0.37,-2923.08,,-14.29,,-26143.41,-2889.5,,10-25
2900,600203,福日电子,0.04,-66.67,,0.97,,1977.55,-63.38,,10-25
2901,002520,日发精机,0.11,37.5,,3.52,,6282.67,34.55,,10-25
2902,002569,步森股份,-0.04,-75.0,,-1.14,,-556.19,-75.49,,10-25
2903,002633,申科股份,-0.01,271.43,,-0.23,,-117.35,277.51,,10-25
2904,002649,博彦科技,0.33,31.21,,7.42,,16746.44,29.47,,10-25
2905,002344,海宁皮城,0.23,15.0,,4.0,,29714.02,15.72,,10-25
2906,002665,首航节能,-0.01,-111.33,,-0.22,,-1634.21,-114.66,,10-25
2907,600135,乐凯胶片,0.07,-62.18,,1.55,,2630.18,-62.17,,10-25
2908,300448,浩云科技,0.06,-14.29,,2.17,,2474.56,68.2,,10-25
2909,002424,贵州百灵,0.28,12.0,,10.6,,38274.61,10.27,,10-25
2910,603883,老百姓,1.14,10.68,,11.18,,32466.31,18.33,,10-25
2911,603186,华正新材,0.45,-16.67,,9.06,,5784.56,-17.69,,10-25
2912,002472,双环传动,0.28,3.7,,5.52,,19022.53,4.99,,10-25
2913,300211,亿通科技,0.01,-25.4,,0.57,,283.52,-25.6,,10-25
2914,002526,山东矿机,0.06,-8.42,,4.81,,11248.32,205.86,,10-25
2915,300568,星源材质,0.93,93.75,,13.17,,17869.15,94.73,,10-25
2916,002542,中化岩土,0.09,17.49,,4.46,,16268.07,18.06,,10-25
2917,300602,飞荣达,0.59,-18.06,,11.54,,12060.85,71.46,,10-25
2918,002269,美邦服饰,0.02,-140.0,,1.4,,4013.95,-132.31,,10-25
2919,002590,万安科技,0.16,-20.0,,4.11,,7742.74,-17.89,,10-25
2920,002285,世联行,0.18,-30.77,,7.19,,37541.82,-29.47,,10-25
2921,600750,江中药业,0.84,-21.5,,11.61,,35361.76,10.18,,10-25
2922,600385,山东金泰,-0.05,66.67,,-11.7,,-740.53,58.91,,10-25
2923,002317,众生药业,0.43,10.26,,9.18,,35048.37,10.93,,10-25
2924,000566,海南海药,0.17,28.98,,4.87,,22901.07,30.05,,10-25
2925,002012,凯恩股份,0.04,-20.0,,1.52,,1851.81,-23.25,,10-25
2926,300453,三鑫医疗,0.18,-10.0,,4.96,,2920.08,-8.33,,10-25
2927,000822,山东海化,0.53,-10.17,,15.55,,47319.69,-10.1,,10-25
2928,002514,宝馨科技,0.14,77.16,,8.6,,7733.68,77.18,,10-25
2929,002563,森马服饰,0.47,23.68,,12.18,,127182.54,25.66,,10-25
2930,002595,豪迈科技,0.72,7.1,,14.23,,57670.1,7.1,,10-25
2931,002290,中科新材,0.32,77.78,,6.31,,7792.05,77.89,,10-25
2932,600792,云煤能源,0.09,-190.0,,2.84,,8467.93,-185.76,,10-25
2933,002338,奥普光电,0.12,-14.29,,3.66,,2905.21,-15.94,,10-25
2934,300723,一品红,0.79,-14.13,,10.96,,12836.73,16.6,,10-25
2935,603040,新坐标,1.01,-22.31,,12.72,,7896.12,7.51,,10-25
2936,600507,方大特钢,1.66,42.98,,48.68,,231473.02,50.35,,10-25
2937,603077,和邦生物,0.05,25.0,,4.04,,44843.74,30.28,,10-25
2938,600545,卓郎智能,0.28,-20.0,,21.42,,53634.2,17.88,,10-25
2939,002813,路畅科技,-0.23,-321.0,,-4.19,,-2702.12,-321.03,,10-25
2940,002792,通宇通讯,0.26,-51.85,,2.43,,6040.88,-50.87,,10-25
2941,600630,龙头股份,0.13,-48.0,,2.89,,5320.96,-50.4,,10-25
2942,002190,成飞集成,-0.28,-15527.78,,-5.66,,-9961.72,-16472.76,,10-25
2943,002845,同兴达,0.43,-20.37,,8.41,,8714.41,-17.27,,10-25
2944,000877,天山股份,0.73,104.68,,9.99,,76543.24,143.9,,10-25
2945,600299,安迪苏,0.26,-23.53,,5.34,,70951.43,-22.17,,10-25
2946,000949,新乡化纤,0.07,45.0,,2.43,,8749.88,44.82,,10-25
2947,603583,捷昌驱动,1.76,44.26,,26.72,,15965.56,44.44,,10-25
2948,000968,蓝焰控股,0.49,40.0,,14.06,,47810.06,50.81,,10-25
2949,603667,五洲新春,0.37,-5.13,,6.87,,8434.66,7.96,,10-25
2950,300056,三维丝,-0.1,-79.66,,-2.84,,-3921.05,-79.53,,10-25
2951,300380,安硕信息,0.1,702.46,,3.28,,1345.96,700.49,,10-25
2952,603722,阿科力,0.37,-40.32,,6.12,,3186.14,-21.57,,10-25
2953,300708,聚灿光电,-0.32,-166.56,,-12.47,,-8274.92,-189.17,,10-25
2954,002083,孚日股份,0.36,1.25,,10.29,,33100.8,1.35,,10-25
2955,300428,四通新材,0.2,-31.03,,8.34,,5804.74,-17.95,,10-25
2956,000688,国城矿业,0.27,-13.51,,13.24,,30723.59,-13.5,,10-25
2957,002468,申通快递,1.05,41.89,,21.36,,161064.61,42.86,,10-25
2958,002484,江海股份,0.22,21.05,,22.22,,17812.63,21.08,,10-25
2959,002195,二三四五,0.25,15.9,,13.31,,108082.49,51.82,,10-25
2960,000856,冀东装备,0.07,,,5.28,,1594.18,2978.24,,10-25
2961,300558,贝达药业,0.37,-27.45,,7.02,,14775.94,-27.37,,10-25
2962,002533,金杯电工,0.2,1.52,,4.78,,11057.67,2.36,,10-25
2963,300563,神宇股份,0.42,2.82,,7.29,,3353.6,2.82,,10-25
2964,002554,惠博普,0.03,-57.14,,1.35,,2901.83,-62.48,,10-25
2965,002889,东方嘉盛,0.74,-10.91,,7.61,,10245.51,10.88,,10-25
2966,002570,*ST因美,0.03,-108.33,,1.49,,2796.4,-107.7,,10-25
2967,300631,久吾高科,0.31,11.94,,5.31,,3136.11,22.16,,10-25
2968,002618,丹邦科技,0.05,50.0,,1.47,,2513.25,49.82,,10-25
2969,603650,彤程新材,0.59,40.48,,24.18,,32250.91,44.63,,10-25
2970,300368,汇金股份,0.1,-468.6,,5.69,,5149.56,-466.36,,10-25
2971,603030,全筑股份,0.24,166.67,,7.61,,12659.16,160.35,,10-25
2972,300094,国联水产,0.29,107.14,,10.96,,22675.3,102.03,,10-25
2973,002072,凯瑞德,-0.1,-451.85,,-32.02,,-1676.66,-449.96,,10-25
2974,002393,力生制药,0.58,5.45,,3.37,,10495.68,4.96,,10-25
2975,603086,先达股份,1.6,40.35,,14.85,,17930.12,128.91,,10-25
2976,300481,濮阳惠成,0.34,-1.62,,12.11,,8508.28,53.85,,10-25
2977,603313,梦百合,0.46,-23.33,,6.96,,11042.05,-23.84,,10-25
2978,300530,达志科技,0.62,-1.59,,8.86,,4372.17,-0.26,,10-25
2979,002838,道恩股份,0.35,-33.75,,9.89,,8770.22,32.5,,10-25
2980,002895,川恒股份,0.17,-52.84,,3.39,,6640.39,-48.24,,10-25
2981,300276,三丰智能,0.36,1551.83,,6.41,,18311.43,2145.93,,10-25
2982,002253,川大智胜,0.14,48.5,,2.38,,3129.85,48.6,,10-25
2983,002912,中新赛克,1.47,23.53,,13.15,,15638.05,64.04,,10-25
2984,300620,光库科技,0.79,50.93,,13.72,,6913.44,64.64,,10-25
2985,603686,龙马环卫,0.67,-6.94,,8.99,,19903.45,3.94,,10-25
2986,002350,北京科锐,0.15,276.53,,4.65,,6788.05,367.05,,10-25
2987,300701,森霸传感,0.65,-9.72,,11.7,,5225.0,21.66,,10-25
2988,002414,高德红外,0.16,116.02,,2.89,,9681.25,116.06,,10-25
2989,002757,南兴装备,0.95,38.39,,12.58,,11714.17,55.44,,10-25
2990,002125,湘潭电化,0.18,55.17,,5.48,,6216.91,54.51,,10-25
2991,603966,法兰泰克,0.23,-19.36,,5.54,,4753.0,9.5,,10-25
2992,600611,大众交通,0.24,1.65,,6.43,,57761.35,1.65,,10-25
2993,002173,创新医疗,0.27,28.57,,3.32,,12265.45,28.18,,10-25
2994,002866,传艺科技,0.37,-21.28,,9.76,,9124.98,52.02,,10-24
2995,002580,圣阳股份,0.04,-42.86,,1.2,,1414.98,-44.93,,10-24
2996,002644,佛慈制药,0.11,10.34,,4.12,,5718.74,10.36,,10-24
2997,600508,上海能源,1.05,22.09,,8.15,,75646.7,21.65,,10-24
2998,002779,中坚科技,0.08,-63.55,,1.71,,1084.68,-63.56,,10-24
2999,000001,平安银行,1.14,7.55,12.54,9.48,-0.66,2045600.0,6.8,,10-24
3000,002779,中坚科技,0.08,-63.55,,1.71,,1084.68,-63.56,,10-24
3001,000001,平安银行,1.14,7.55,12.54,9.48,-0.66,2045600.0,6.8,,10-24
3002,002815,崇达技术,0.53,-33.41,,16.33,,43296.08,33.18,,10-24
3003,603328,依顿电子,0.48,14.29,,9.93,,47855.58,14.57,,10-24
3004,002866,传艺科技,0.37,-21.28,,9.76,,9124.98,52.02,,10-24
3005,002580,圣阳股份,0.04,-42.86,,1.2,,1414.98,-44.93,,10-24
3006,002644,佛慈制药,0.11,10.34,,4.12,,5718.74,10.36,,10-24
3007,600508,上海能源,1.05,22.09,,8.15,,75646.7,21.65,,10-24
3008,002733,雄韬股份,0.21,4.69,,3.25,,7185.3,2.33,,10-24
3009,002750,龙津药业,0.04,-52.67,,2.24,,1452.38,-52.71,,10-24
3010,002802,洪汇新材,0.52,4.0,,9.09,,5559.54,2.04,,10-24
3011,300529,健帆生物,0.74,51.02,,20.04,,30590.0,50.35,,10-24
3012,002855,捷荣技术,0.13,-18.75,,2.59,,3135.38,-9.02,,10-24
3013,002871,伟隆股份,0.45,-39.19,,9.15,,5203.81,19.31,,10-24
3014,002888,惠威科技,0.22,-33.33,,4.19,,2053.64,-7.14,,10-24
3015,002617,露笑科技,0.15,-53.52,,6.18,,16277.53,-30.29,,10-24
3016,300012,华测检测,0.1,62.33,,6.28,,16147.88,60.71,,10-24
3017,002328,新朋股份,0.16,0.0,,3.0,,7284.8,2.99,,10-24
3018,002039,黔源电力,0.96,-15.14,,11.94,,29279.92,-15.14,,10-24
3019,002682,龙洲股份,0.16,-50.0,,3.32,,9133.43,-14.68,,10-24
3020,000652,泰达股份,0.05,10.61,,1.9,,7235.4,10.71,,10-24
3021,300098,高新兴,0.23,-15.52,,7.43,,39330.71,35.35,,10-24
3022,603866,桃李面包,0.98,23.64,,14.37,,46276.27,29.27,,10-24
3023,002738,中矿资源,0.32,96.51,,7.55,,6272.26,103.12,,10-24
3024,002756,永兴特钢,0.92,27.78,,9.89,,33020.46,26.81,,10-24
3025,600216,浙江医药,0.54,285.71,,6.84,,51450.42,291.39,,10-24
3026,603991,至正股份,0.3,0.0,,4.74,,2221.44,8.37,,10-24
3027,600233,圆通速递,0.44,18.45,,12.75,,125416.22,18.53,,10-24
3028,002842,翔鹭钨业,0.53,0.0,,11.05,,8933.93,69.51,,10-24
3029,002860,星帅尔,0.67,-28.72,,11.46,,7613.27,14.79,,10-24
3030,002333,罗普斯金,-0.13,446.89,,-4.6,,-6621.88,447.16,,10-24
3031,002687,乔治白,0.17,30.77,,5.83,,5901.62,26.73,,10-24
3032,600864,哈投股份,-0.11,-173.33,,-1.83,,-24088.59,-174.84,,10-24
3033,002778,高科石化,0.23,-7.41,,3.2,,2014.46,-7.39,,10-24
3034,002466,天齐锂业,1.48,-3.9,,17.51,,168908.24,11.24,,10-24
3035,002482,广田集团,0.3,20.0,,6.69,,46171.78,20.51,,10-24
3036,002498,汉缆股份,0.04,-42.86,,3.06,,14283.55,-36.41,,10-24
3037,002865,钧达股份,0.32,-11.11,,4.52,,3901.32,1.28,,10-24
3038,002882,金龙羽,0.45,18.34,,12.96,,18974.27,38.63,,10-24
3039,002274,华昌化工,0.19,558.9,,4.63,,12213.99,558.8,,10-24
3040,600467,好当家,0.04,16.12,,1.7,,5159.06,16.08,,10-24
3041,002715,登云股份,0.09,28.57,,1.79,,859.53,33.46,,10-24
3042,002423,中原特钢,-0.13,-55.76,,-4.22,,-6503.27,-55.77,,10-24
3043,002150,通润装备,0.34,47.83,,8.02,,9188.42,43.2,,10-24
3044,300545,联得装备,0.49,-18.33,,13.02,,7049.46,64.99,,10-24
3045,601177,杭齿前进,0.03,82.89,,0.69,,1113.11,82.94,,10-24
3046,002870,香山股份,0.21,-67.19,,2.95,,2385.8,-60.85,,10-24
3047,002230,科大讯飞,0.11,-8.33,,2.8,,21910.34,29.94,,10-24
3048,002887,绿茵生态,0.71,-65.12,,6.74,,11330.06,-13.36,,10-24
3049,002616,长青集团,0.13,35.47,,4.53,,9717.08,36.75,,10-24
3050,002721,金一文化,0.01,-90.08,,0.23,,1053.1,-87.2,,10-24
3051,603090,宏盛股份,0.25,15.45,,5.38,,2535.33,15.33,,10-24
3052,000738,航发控制,0.2,27.23,,4.47,,23336.09,27.24,,10-24
3053,600683,京投发展,0.11,-3733.33,,3.5,,8077.86,-4308.61,,10-24
3054,002637,赞宇科技,0.36,80.0,,6.86,,15069.5,82.73,,10-24
3055,000565,渝三峡A,0.1,-34.21,,4.25,,4519.35,-31.43,,10-24
3056,002096,南岭民爆,0.07,-25.97,,1.23,,2487.74,-25.98,,10-24
3057,603131,上海沪工,0.23,-25.81,,6.76,,4519.56,-27.01,,10-24
3058,002777,久远银海,0.36,-35.25,,8.35,,5945.01,28.78,,10-24
3059,002812,恩捷股份,0.78,2.63,,11.0,,32266.28,215.9,,10-24
3060,600864,哈投股份,-0.11,-173.33,,-1.83,,-24088.59,-174.84,,10-24
3061,002778,高科石化,0.23,-7.41,,3.2,,2014.46,-7.39,,10-24
3062,002466,天齐锂业,1.48,-3.9,,17.51,,168908.24,11.24,,10-24
3063,002482,广田集团,0.3,20.0,,6.69,,46171.78,20.51,,10-24
3064,300545,联得装备,0.49,-18.33,,13.02,,7049.46,64.99,,10-24
3065,601177,杭齿前进,0.03,82.89,,0.69,,1113.11,82.94,,10-24
3066,002870,香山股份,0.21,-67.19,,2.95,,2385.8,-60.85,,10-24
3067,002230,科大讯飞,0.11,-8.33,,2.8,,21910.34,29.94,,10-24
3068,002887,绿茵生态,0.71,-65.12,,6.74,,11330.06,-13.36,,10-24
3069,002616,长青集团,0.13,35.47,,4.53,,9717.08,36.75,,10-24
3070,002715,登云股份,0.09,28.57,,1.79,,859.53,33.46,,10-24
3071,002423,中原特钢,-0.13,-55.76,,-4.22,,-6503.27,-55.77,,10-24
3072,002150,通润装备,0.34,47.83,,8.02,,9188.42,43.2,,10-24
3073,600683,京投发展,0.11,-3733.33,,3.5,,8077.86,-4308.61,,10-24
3074,002637,赞宇科技,0.36,80.0,,6.86,,15069.5,82.73,,10-24
3075,000565,渝三峡A,0.1,-34.21,,4.25,,4519.35,-31.43,,10-24
3076,002721,金一文化,0.01,-90.08,,0.23,,1053.1,-87.2,,10-24
3077,603090,宏盛股份,0.25,15.45,,5.38,,2535.33,15.33,,10-24
3078,000738,航发控制,0.2,27.23,,4.47,,23336.09,27.24,,10-24
3079,002497,雅化集团,0.18,7.41,,6.73,,17672.27,7.38,,10-24
3080,002208,合肥城建,0.56,716.01,,9.89,,17943.74,715.83,,10-24
3081,002530,金财互联,0.22,-25.83,,4.28,,17583.17,18.57,,10-24
3082,000151,中成股份,0.22,0.45,,6.69,,6600.1,0.43,,10-24
3083,002289,宇顺电子,-0.24,-6.02,,-15.41,,-6738.19,-6.0,,10-24
3084,002626,金达威,1.06,171.79,,23.39,,65097.72,170.88,,10-24
3085,601898,中煤能源,0.31,72.22,,4.55,,412468.2,69.57,,10-24
3086,002321,华英农业,0.17,81.44,,3.02,,8880.58,81.49,,10-24
3087,300037,新宙邦,0.56,3.7,,8.18,,20793.82,2.11,,10-24
3088,600436,片仔癀,1.52,35.71,,20.6,,91994.64,36.35,,10-24
3089,002032,苏泊尔,1.35,23.51,,19.67,,110439.16,23.21,,10-24
3090,002691,冀凯股份,0.03,-25.0,,1.35,,1173.09,47.0,,10-24
3091,002096,南岭民爆,0.07,-25.97,,1.23,,2487.74,-25.98,,10-24
3092,603131,上海沪工,0.23,-25.81,,6.76,,4519.56,-27.01,,10-24
3093,002777,久远银海,0.36,-35.25,,8.35,,5945.01,28.78,,10-24
3094,002812,恩捷股份,0.78,2.63,,11.0,,32266.28,215.9,,10-24
3095,002535,林州重机,0.09,129.5,,2.49,,7359.33,134.62,,10-24
3096,600301,ST南化,0.21,-2779.75,,18.42,,4979.04,-2777.92,,10-24
3097,603538,美诺华,0.49,53.13,,5.66,,6439.7,80.91,,10-24
3098,002921,联诚精密,0.49,-19.16,,5.96,,3944.88,7.07,,10-24
3099,002358,森源电气,0.45,0.0,,8.26,,41776.91,0.72,,10-24
