,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002950,奥美医疗,0.38,,3.28,12.16,0.24,14092.18,,,02-19
1,300761,立华股份,2.69,348.83,,29.26,,97647.89,350.28,,01-22
2,601598,中国外运,0.32,10.34,3.75,8.78,-0.03,193799.79,11.69,,01-15
3,002947,恒铭达,0.94,51.45,,18.42,,8579.25,57.88,,01-14
4,603351,威尔药业,1.68,1.82,,14.98,,8410.16,1.78,,01-14
5,300758,七彩化学,1.07,13.83,,18.98,,8593.12,14.75,,01-09
6,002946,新乳业,0.23,4.55,,13.0,,17533.61,7.96,,01-08
7,300759,康龙化成,0.39,50.0,,10.92,,23062.85,48.48,,01-07
8,603185,上机数控,1.83,90.63,,,,17311.53,90.97,,12-27
9,300757,罗博特科,1.06,30.86,,25.34,,6388.99,31.54,,12-24
10,603629,利通电子,0.9,26.76,,,,6782.67,26.53,,12-21
11,300756,中山金马,3.15,6.42,,20.02,,9459.48,6.48,,12-17
12,002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
13,603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
14,002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
15,300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
16,300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
17,601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
18,603220,贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
19,300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
20,300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
21,601860,紫金银行,0.3,,,,,98746.99,12.31,,11-01
22,600745,闻泰科技,-0.27,-161.36,5.42,-4.9,2.93,-16938.83,-160.13,,10-31
23,000972,ST中基,-0.15,-246.72,,-14.23,,-11722.09,-246.71,,10-31
24,000585,*ST东电,0.04,-216.93,,,,3256.46,-216.8,,10-31
25,600452,涪陵电力,0.94,-16.07,,17.1,,21050.59,17.21,,10-31
26,000605,渤海股份,0.1,-61.83,,1.79,,3682.79,-45.17,,10-31
27,600834,申通地铁,0.05,-60.83,,,,2519.54,-60.83,,10-31
28,600854,春兰股份,0.2,92.94,,5.16,,10363.7,92.96,,10-31
29,600117,西宁特钢,-0.55,266.67,,-20.23,,-57610.43,257.42,,10-31
30,002716,金贵银业,0.34,-2.86,,5.77,,20958.49,12.43,,10-31
31,000673,当代东方,0.12,238.57,,4.42,,9725.41,238.03,,10-31
32,600870,*ST厦华,-0.02,51.43,,,,-831.88,52.06,,10-31
33,603085,天成自控,0.14,-36.36,,4.11,,4067.46,-17.14,,10-31
34,600887,伊利股份,0.83,2.47,,19.07,,504781.87,2.24,,10-31
35,600191,华资实业,-0.13,-277.87,,-3.11,,-6081.7,-277.96,,10-31
36,600587,新华医疗,0.38,1166.67,,4.56,,15369.35,1134.33,,10-31
37,600210,紫江企业,0.26,-41.5,,8.92,,39100.79,-41.57,,10-31
38,603986,兆易创新,1.31,-22.81,,19.99,,36733.96,8.21,,10-31
39,000007,全新好,-0.03,-183.89,,-2.26,,-866.06,-183.86,,10-31
40,601058,赛轮轮胎,0.19,137.5,,8.32,,51719.23,185.29,,10-31
41,000027,深圳能源,0.15,-24.86,,2.79,,60386.3,-24.86,,10-31
42,000830,鲁西化工,1.54,131.98,,25.85,,235142.67,119.39,,10-31
43,601117,中国化学,0.33,26.92,,5.61,,162578.76,25.78,,10-31
44,000046,泛海控股,0.35,48.68,,8.71,,181716.79,48.7,,10-31
45,000861,海印股份,0.06,12.6,,3.74,,13070.75,12.63,,10-31
46,601179,中国西电,0.05,-61.54,,1.3,,25128.95,-61.36,,10-31
47,601231,环旭电子,0.36,-10.0,,8.81,,77717.52,-9.81,,10-31
48,603399,吉翔股份,0.42,133.33,,10.35,,23136.81,148.1,,10-31
49,000928,中钢国际,0.22,-12.8,,6.09,,28168.75,-12.9,,10-31
50,600734,实达集团,0.2,48.07,,4.24,,12446.61,48.55,,10-31
51,000529,广弘控股,0.18,5.88,,7.43,,10412.16,5.74,,10-31
52,600008,首创股份,0.09,1.37,,3.42,,42919.66,1.44,,10-31
53,600027,华电国际,0.16,-745.83,,3.52,,152573.9,-742.7,,10-31
54,603658,安图生物,0.98,27.27,,24.11,,41101.37,27.01,,10-31
55,600403,大有能源,0.28,62.62,,9.22,,67304.29,62.67,,10-31
56,600071,凤凰光学,-0.02,-88.01,,-1.01,,-425.78,-87.99,,10-31
57,600822,上海物贸,0.08,76.39,,7.04,,4077.64,76.35,,10-31
58,000630,铜陵有色,0.06,65.79,,3.77,,66223.28,67.52,,10-31
59,600122,宏图高科,-0.31,-176.03,,-4.41,,-35580.38,-176.28,,10-31
60,600908,无锡银行,0.47,11.9,,8.52,,86235.4,11.81,,10-31
61,603157,拉夏贝尔,0.44,-29.03,,6.07,,23924.7,-29.58,,10-31
62,600190,锦州港,0.06,34.38,,1.9,,11484.73,34.39,,10-31
63,603938,三孚股份,0.58,-22.67,,8.65,,8714.09,-8.13,,10-31
64,600586,金晶科技,0.17,42.17,,5.75,,24874.15,45.91,,10-31
65,600984,建设机械,0.14,0.5,,3.56,,11648.81,30.63,,10-31
66,002503,搜于特,0.18,5.88,,10.02,,56327.21,4.12,,10-31
67,600640,号百控股,0.23,-11.27,,4.21,,18474.52,-11.27,,10-31
68,000829,天音控股,0.01,-75.23,,0.29,,855.08,-72.72,,10-31
69,600658,电子城,0.27,8.0,,4.72,,30378.65,52.03,,10-31
70,600678,四川金顶,0.09,-5329.41,,71.18,,3103.68,-5474.97,,10-31
71,600302,标准股份,-0.1,3925.0,,-2.8,,-3343.76,3933.07,,10-31
72,000908,景峰医药,0.13,13.42,,4.79,,11670.63,13.34,,10-31
73,600320,振华重工,0.04,-7.5,,1.29,,19492.99,14.01,,10-31
74,000415,渤海租赁,0.39,30.05,,7.26,,243557.5,30.05,,10-31
75,002905,金逸影视,0.51,-54.93,,7.17,,13831.03,-3.85,,10-31
76,000927,一汽夏利,-0.63,-10.73,,,,-100294.27,-10.73,,10-31
77,603555,贵人鸟,0.03,-89.16,,0.7,,1605.91,-89.14,,10-31
78,600360,华微电子,0.1,38.67,,3.62,,7814.5,40.49,,10-31
79,600744,华银电力,-0.0,-99.7,,-0.05,,-161.86,-99.72,,10-31
80,000971,高升控股,0.02,-90.79,,0.61,,2245.62,-81.94,,10-31
81,000993,闽东电力,-0.18,-165.48,,-3.75,,-8226.69,-180.4,,10-31
82,600020,中原高速,0.29,-21.46,,6.36,,97901.26,-9.93,,10-31
83,601919,中远海控,0.08,-70.37,,2.64,,86258.6,-68.47,,10-31
84,600039,四川路桥,0.15,8.45,,4.14,,55167.04,26.86,,10-31
85,600086,东方金钰,-0.05,-128.33,,-2.24,,-7098.72,-128.32,,10-31
86,600500,中化国际,0.37,105.56,,6.96,,77280.71,100.64,,10-31
87,000659,珠海中富,0.02,-42.11,,3.58,,2400.71,-42.26,,10-31
88,000679,大连友谊,-0.45,-2887.5,,-12.49,,-15879.04,-2923.03,,10-31
89,603861,白云电器,0.25,23.04,,5.73,,11110.72,29.52,,10-31
90,002107,沃华医药,0.13,-23.53,,8.07,,4611.19,-24.7,,10-31
91,002755,奥赛康,0.06,-14.29,,1.92,,984.12,32.41,,10-31
92,600928,西安银行,,,,,,180036.71,10.33,,10-31
93,603228,景旺电子,1.54,21.26,,18.08,,62868.93,21.71,,10-31
94,601009,南京银行,1.01,14.77,7.64,13.65,2.11,857418.9,15.35,,10-31
95,600232,金鹰股份,0.07,32.08,,2.2,,2553.72,32.46,,10-31
96,000011,深物业A,0.24,-74.98,,4.92,,14418.87,-74.97,,10-31
97,600626,申达股份,0.14,-19.62,,3.7,,9657.59,-19.64,,10-31
98,603318,派思股份,0.03,-78.57,,1.04,,1071.59,-79.31,,10-31
99,600250,南纺股份,0.07,-122.58,,3.91,,1763.04,-122.33,,10-31
100,000031,中粮地产,0.5,72.41,,12.96,,90810.45,72.67,,10-31
101,000836,富通鑫茂,0.07,25.24,,5.15,,7970.31,25.19,,10-31
102,600271,航天信息,0.46,-24.59,,7.99,,85441.89,-23.87,,10-31
103,600289,*ST信通,-0.73,648.45,,-95.54,,-45813.58,648.09,,10-31
104,000893,*ST东凌,0.0,-108.96,,0.17,,324.27,-108.93,,10-31
105,601288,农业银行,0.51,4.08,4.43,11.96,,17161100.0,7.25,,10-31
106,000913,钱江摩托,0.16,45.45,,3.01,,7352.99,43.96,,10-31
107,000420,吉林化纤,0.07,54.39,,4.49,,12800.22,54.44,,10-31
108,000932,华菱钢铁,1.82,112.95,,41.72,,547581.53,112.94,,10-31
109,600733,北汽蓝谷,0.05,2375.0,,0.81,,13250.89,35814.68,,10-31
110,601669,中国电建,0.38,1.89,,7.6,,605093.05,6.35,,10-31
111,603596,伯特利,0.58,16.0,,14.77,,22545.23,22.89,,10-31
112,002605,姚记扑克,0.19,49.77,,4.73,,7683.73,49.7,,10-31
113,601800,中国交建,0.74,10.45,,7.21,,1286135.76,9.66,,10-31
114,600007,中国国贸,0.59,25.53,,8.96,,58982.46,23.63,,10-31
115,600767,ST运盛,-0.05,-550.0,,-7.13,,-1835.7,-536.39,,10-31
116,601881,中国银河,0.18,-47.06,,2.87,,186973.72,-44.74,,10-31
117,600026,中远海能,-0.07,-121.49,,-0.96,,-26831.47,-121.51,,10-31
118,600401,*ST海润,-0.22,18.61,,-155.92,,-104803.12,18.62,,10-31
119,600784,鲁银投资,0.11,936.36,,4.43,,6502.84,980.25,,10-31
120,000592,平潭发展,0.04,639.29,,2.49,,7994.84,641.46,,10-31
121,600072,中船科技,0.0,-82.61,,0.07,,263.39,-84.19,,10-31
122,600823,世茂股份,0.39,5.41,,6.57,,147605.24,5.76,,10-31
123,600107,美尔雅,-0.01,-37.14,,-0.7,,-385.87,-38.79,,10-31
124,002382,蓝帆医疗,0.39,21.88,,9.03,,26060.62,63.66,,10-31
125,603066,音飞储存,0.24,14.96,,7.77,,7192.53,15.26,,10-31
126,600876,洛阳玻璃,0.0,300.0,,0.2,,244.54,329.63,,10-31
127,600893,航发动力,0.29,52.63,,2.5,,65049.8,78.25,,10-31
128,600162,香江控股,0.08,-42.86,,4.48,,28238.93,-37.69,,10-31
129,603167,渤海轮渡,0.67,-9.46,,9.81,,32363.43,-9.67,,10-31
130,603197,保隆科技,0.75,-48.02,,8.91,,12284.75,-15.02,,10-31
131,600599,熊猫金控,-0.16,-528.92,,-3.72,,-2633.86,-526.43,,10-31
132,603259,药明康德,1.94,71.68,,22.62,,192837.63,81.4,,10-31
133,601019,山东出版,0.54,1.89,,12.08,,112124.62,16.26,,10-31
134,000823,超声电子,0.34,37.28,,5.67,,18192.27,37.26,,10-31
135,601107,四川成渝,0.3,-0.27,,6.39,,91207.29,-0.29,,10-31
136,002194,*ST凡谷,-0.09,-85.52,,-3.63,,-5288.29,-85.53,,10-31
137,600259,广晟有色,-0.45,-1600.0,,-7.18,,-13521.26,-1752.23,,10-31
138,600653,申华控股,-0.06,-63.0,,-6.11,,-10716.83,-63.03,,10-31
139,002210,飞马国际,0.08,-27.27,,3.03,,12723.77,-32.2,,10-31
140,000155,川能动力,-0.01,-107.14,,-0.51,,-1549.21,-109.01,,10-31
141,600690,青岛海尔,1.01,7.83,,17.42,,612678.71,7.82,,10-31
142,002564,天沃科技,0.2,-27.86,,4.97,,16156.47,-21.5,,10-31
143,000409,*ST地矿,0.1,-140.39,,6.05,,5145.79,-140.4,,10-31
144,600707,彩虹股份,-0.07,5.71,,-1.32,,-26688.73,420.04,,10-31
145,000429,粤高速A,0.58,-4.92,,13.5,,122030.52,-4.49,,10-31
146,601615,明阳智能,,,,,,25417.73,-2.58,,10-31
147,600355,精伦电子,0.01,-150.0,,1.18,,414.94,-137.11,,10-31
148,000517,荣安地产,0.13,-15.02,,9.26,,40733.46,-15.01,,10-31
149,601857,中国石油,0.26,192.22,,4.0,,4812100.0,177.16,,10-31
150,600016,民生银行,0.97,-11.82,9.17,11.21,-7.73,4268500.0,6.07,,10-31
151,603666,亿嘉和,1.54,17.4,,17.22,,8982.53,30.45,,10-31
152,000573,粤宏远A,-0.07,-180.95,,-2.84,,-4727.93,-184.12,,10-31
153,600793,宜宾纸业,2.0,108.83,,83.8,,21017.43,108.82,,10-31
154,002018,*ST华信,-0.55,-423.53,,-42.95,,-124549.82,-426.71,,10-31
155,600060,海信电器,0.28,-39.3,,2.62,,36419.65,-39.26,,10-31
156,600439,瑞贝卡,0.16,17.59,,6.87,,18463.0,17.57,,10-31
157,600811,东方集团,0.21,29.48,,3.8,,77354.92,57.86,,10-31
158,600095,哈高科,-0.01,-142.94,,-0.36,,-264.15,-142.9,,10-31
159,000637,茂化实华,0.05,-67.12,,2.73,,2493.83,-67.07,,10-31
160,603078,江化微,0.35,-56.56,,3.93,,2950.18,-31.57,,10-31
161,002403,爱仕达,0.33,3.13,,5.16,,11423.33,0.94,,10-31
162,600882,广泽股份,-0.01,-0.0,,-0.4,,-475.47,49.14,,10-31
163,600150,*ST船舶,0.23,-206.13,,2.16,,30969.83,-205.82,,10-31
164,600168,武汉控股,0.32,-13.51,,4.68,,22759.33,-13.41,,10-31
165,600960,渤海汽车,0.07,-57.99,,1.51,,6841.35,-58.01,,10-31
166,600186,莲花健康,-0.09,-8.95,-0.06,,-0.02,-9944.59,-8.91,,10-31
167,600210,紫江企业,0.26,-41.5,,8.92,,39100.79,-41.57,,10-31
168,603986,兆易创新,1.31,-22.81,,19.99,,36733.96,8.21,,10-31
169,000007,全新好,-0.03,-183.89,,-2.26,,-866.06,-183.86,,10-31
170,601058,赛轮轮胎,0.19,137.5,,8.32,,51719.23,185.29,,10-31
171,000027,深圳能源,0.15,-24.86,,2.79,,60386.3,-24.86,,10-31
172,000830,鲁西化工,1.54,131.98,,25.85,,235142.67,119.39,,10-31
173,601117,中国化学,0.33,26.92,,5.61,,162578.76,25.78,,10-31
174,000046,泛海控股,0.35,48.68,,8.71,,181716.79,48.7,,10-31
175,000861,海印股份,0.06,12.6,,3.74,,13070.75,12.63,,10-31
176,601179,中国西电,0.05,-61.54,,1.3,,25128.95,-61.36,,10-31
177,601231,环旭电子,0.36,-10.0,,8.81,,77717.52,-9.81,,10-31
178,603399,吉翔股份,0.42,133.33,,10.35,,23136.81,148.1,,10-31
179,000928,中钢国际,0.22,-12.8,,6.09,,28168.75,-12.9,,10-31
180,600127,金健米业,-0.03,-293.62,,-2.35,,-1753.01,-293.77,,10-31
181,603101,汇嘉时代,0.4,1.96,,7.2,,9596.0,1.98,,10-31
182,603876,鼎胜新材,0.45,0.0,,6.23,,17883.41,9.6,,10-31
183,600543,莫高股份,0.06,-25.0,,1.8,,2046.1,-16.93,,10-31
184,000707,*ST双环,0.25,269.06,,26.42,,11461.49,269.21,,10-31
185,600166,福田汽车,-0.25,-1327.05,,-9.36,,-169361.98,-1324.33,,10-31
186,600562,国睿科技,0.05,-81.48,,1.69,,3017.08,-76.65,,10-31
187,600958,东方证券,0.13,-69.05,,1.74,,90385.26,-65.62,,10-31
188,600978,宜华生活,0.36,-23.4,,6.37,,52912.56,-24.73,,10-31
189,600997,开滦股份,0.62,195.24,,10.17,,99110.88,202.71,,10-31
190,000800,一汽轿车,0.08,-53.61,,1.68,,13512.03,-53.6,,10-31
191,601016,节能风电,0.11,64.71,,6.8,,46352.33,63.19,,10-31
192,002176,江特电机,0.2,42.86,,7.19,,29760.11,41.27,,10-31
193,000018,神州长城,0.02,-93.79,,1.2,,2548.26,-93.79,,10-31
194,600634,*ST富控,-0.78,-750.0,,-25.43,,-44952.69,-764.66,,10-31
195,603323,吴江银行,0.5,13.64,,8.25,,71905.4,16.25,,10-31
196,600651,飞乐音响,-0.84,-259.89,,-28.56,,-82773.6,-258.56,,10-31
197,000880,潍柴重机,0.22,110.93,,4.47,,6080.25,111.14,,10-31
198,600295,鄂尔多斯,0.48,37.14,,6.16,,49814.67,37.44,,10-31
199,600331,宏达股份,0.01,-92.37,,0.33,,1653.61,-92.33,,10-31
200,000426,兴业矿业,0.3,41.45,,9.95,,56715.18,41.38,,10-31
201,000938,紫光股份,0.8,-26.3,,4.53,,116222.16,3.21,,10-31
202,600359,新农开发,-0.12,-340.0,,-7.06,,-4394.41,-324.44,,10-31
203,000520,长航凤凰,0.06,74.85,,17.28,,5986.04,74.83,,10-31
204,600743,华远地产,0.12,-38.61,,3.95,,29177.45,-38.38,,10-31
205,601766,中国中车,0.26,8.33,,6.11,,753175.6,10.61,,10-31
206,002615,哈尔斯,0.2,-23.08,,10.03,,8194.35,-22.8,,10-31
207,000539,粤电力A,0.18,20.13,,3.92,,93882.16,20.04,,10-31
208,601866,中远海发,0.07,-29.33,,4.95,,80554.54,-29.31,,10-31
209,002310,东方园林,0.36,12.5,,8.31,,97508.18,12.53,,10-31
210,002326,永太科技,0.49,41.44,,14.52,,39806.8,42.12,,10-31
211,600448,华纺股份,0.05,150.0,,3.29,,2832.24,102.09,,10-31
212,000601,韶能股份,0.25,-38.17,,5.96,,26870.86,-38.18,,10-31
213,000622,恒立实业,0.0,-109.32,,0.58,,108.97,-109.19,,10-31
214,600831,广电网络,0.2,-3.92,,3.91,,11860.97,-3.86,,10-31
215,600098,广州发展,0.24,8.79,,3.97,,64469.41,8.76,,10-31
216,600493,凤竹纺织,0.17,184.01,,6.6,,4736.3,184.18,,10-31
217,600132,重庆啤酒,0.79,21.54,,32.49,,38465.13,21.7,,10-31
218,600885,宏发股份,0.79,-28.18,,13.44,,58841.75,0.87,,10-31
219,600153,建发股份,0.61,5.17,,7.06,,171778.17,5.34,,10-31
220,000712,锦龙股份,-0.09,-140.91,,-2.15,,-7849.04,-140.13,,10-31
221,600568,中珠医疗,0.01,-94.11,,0.43,,2585.56,-89.71,,10-31
222,603937,丽岛新材,0.42,-6.67,,6.91,,8677.27,22.7,,10-31
223,002800,天顺股份,0.01,-98.6,,0.11,,50.52,-98.6,,10-31
224,002486,嘉麟杰,0.01,-128.41,,1.08,,1036.71,-128.33,,10-31
225,600619,海立股份,0.23,0.0,,4.75,,20071.18,1.48,,10-31
226,000807,云铝股份,0.04,-75.31,,1.11,,11051.58,-73.9,,10-31
227,601028,玉龙股份,0.11,22.22,,4.2,,8682.92,18.46,,10-31
228,002181,粤传媒,0.02,-148.95,,0.69,,2710.76,-149.05,,10-31
229,603308,应流股份,0.16,0.0,,2.35,,6965.63,3.52,,10-31
230,600242,中昌数据,0.21,0.47,,4.79,,9724.6,8.59,,10-31
231,600639,浦东金桥,0.51,3.94,,6.44,,56803.12,3.94,,10-31
232,000828,东莞控股,0.68,-0.58,,11.99,,71070.66,-0.58,,10-31
233,000043,中航善达,1.25,-1257.53,,18.15,,83067.32,-1257.88,,10-31
234,601169,北京银行,0.76,-7.32,8.02,9.84,,1662700.0,7.16,,10-31
235,603363,傲农生物,0.07,-72.0,,3.89,,3169.13,-64.97,,10-31
236,000158,常山北明,0.02,-39.39,,0.66,,3972.04,-39.28,,10-31
237,002886,沃特股份,0.2,-42.86,,3.68,,2331.03,-14.27,,10-31
238,601360,三六零,0.38,236.58,,13.45,,251582.1,5511.75,,10-31
239,600319,亚星化学,0.03,20.0,,27.72,,1049.62,32.98,,10-31
240,600401,*ST海润,-0.22,18.61,,-155.92,,-104803.12,18.62,,10-31
241,600784,鲁银投资,0.11,936.36,,4.43,,6502.84,980.25,,10-31
242,600086,东方金钰,-0.05,-128.33,,-2.24,,-7098.72,-128.32,,10-31
243,600500,中化国际,0.37,105.56,,6.96,,77280.71,100.64,,10-31
244,000659,珠海中富,0.02,-42.11,,3.58,,2400.71,-42.26,,10-31
245,000679,大连友谊,-0.45,-2887.5,,-12.49,,-15879.04,-2923.03,,10-31
246,603101,汇嘉时代,0.4,1.96,,7.2,,9596.0,1.98,,10-31
247,603876,鼎胜新材,0.45,0.0,,6.23,,17883.41,9.6,,10-31
248,600543,莫高股份,0.06,-25.0,,1.8,,2046.1,-16.93,,10-31
249,000707,*ST双环,0.25,269.06,,26.42,,11461.49,269.21,,10-31
250,600166,福田汽车,-0.25,-1327.05,,-9.36,,-169361.98,-1324.33,,10-31
251,600562,国睿科技,0.05,-81.48,,1.69,,3017.08,-76.65,,10-31
252,600958,东方证券,0.13,-69.05,,1.74,,90385.26,-65.62,,10-31
253,600978,宜华生活,0.36,-23.4,,6.37,,52912.56,-24.73,,10-31
254,600997,开滦股份,0.62,195.24,,10.17,,99110.88,202.71,,10-31
255,000800,一汽轿车,0.08,-53.61,,1.68,,13512.03,-53.6,,10-31
256,601016,节能风电,0.11,64.71,,6.8,,46352.33,63.19,,10-31
257,002176,江特电机,0.2,42.86,,7.19,,29760.11,41.27,,10-31
258,000018,神州长城,0.02,-93.79,,1.2,,2548.26,-93.79,,10-31
259,600634,*ST富控,-0.78,-750.0,,-25.43,,-44952.69,-764.66,,10-31
260,603323,吴江银行,0.5,13.64,,8.25,,71905.4,16.25,,10-31
261,600651,飞乐音响,-0.84,-259.89,,-28.56,,-82773.6,-258.56,,10-31
262,000880,潍柴重机,0.22,110.93,,4.47,,6080.25,111.14,,10-31
263,600295,鄂尔多斯,0.48,37.14,,6.16,,49814.67,37.44,,10-31
264,600331,宏达股份,0.01,-92.37,,0.33,,1653.61,-92.33,,10-31
265,000426,兴业矿业,0.3,41.45,,9.95,,56715.18,41.38,,10-31
266,000938,紫光股份,0.8,-26.3,,4.53,,116222.16,3.21,,10-31
267,000965,天保基建,0.34,112.5,,7.15,,37947.73,129.56,,10-31
268,000533,顺钠股份,-0.03,-191.35,,-1.39,,-2190.93,-191.36,,10-31
269,000571,新大洲A,-0.02,-125.53,,-0.77,,-1676.04,-125.5,,10-31
270,601968,宝钢包装,0.03,-250.0,,1.42,,2866.44,-243.66,,10-31
271,600093,易见股份,0.6,10.44,,9.94,,67723.9,10.41,,10-31
272,600127,金健米业,-0.03,-293.62,,-2.35,,-1753.01,-293.77,,10-31
273,600885,宏发股份,0.79,-28.18,,13.44,,58841.75,0.87,,10-31
274,600153,建发股份,0.61,5.17,,7.06,,171778.17,5.34,,10-31
275,000712,锦龙股份,-0.09,-140.91,,-2.15,,-7849.04,-140.13,,10-31
276,600568,中珠医疗,0.01,-94.11,,0.43,,2585.56,-89.71,,10-31
277,603937,丽岛新材,0.42,-6.67,,6.91,,8677.27,22.7,,10-31
278,002800,天顺股份,0.01,-98.6,,0.11,,50.52,-98.6,,10-31
279,002486,嘉麟杰,0.01,-128.41,,1.08,,1036.71,-128.33,,10-31
280,600619,海立股份,0.23,0.0,,4.75,,20071.18,1.48,,10-31
281,000807,云铝股份,0.04,-75.31,,1.11,,11051.58,-73.9,,10-31
282,601028,玉龙股份,0.11,22.22,,4.2,,8682.92,18.46,,10-31
283,002181,粤传媒,0.02,-148.95,,0.69,,2710.76,-149.05,,10-31
284,603308,应流股份,0.16,0.0,,2.35,,6965.63,3.52,,10-31
285,600242,中昌数据,0.21,0.47,,4.79,,9724.6,8.59,,10-31
286,600639,浦东金桥,0.51,3.94,,6.44,,56803.12,3.94,,10-31
287,000828,东莞控股,0.68,-0.58,,11.99,,71070.66,-0.58,,10-31
288,000043,中航善达,1.25,-1257.53,,18.15,,83067.32,-1257.88,,10-31
289,601169,北京银行,0.76,-7.32,8.02,9.84,,1662700.0,7.16,,10-31
290,603363,傲农生物,0.07,-72.0,,3.89,,3169.13,-64.97,,10-31
291,000158,常山北明,0.02,-39.39,,0.66,,3972.04,-39.28,,10-31
292,002886,沃特股份,0.2,-42.86,,3.68,,2331.03,-14.27,,10-31
293,601360,三六零,0.38,236.58,,13.45,,251582.1,5511.75,,10-31
294,600319,亚星化学,0.03,20.0,,27.72,,1049.62,32.98,,10-31
295,000413,东旭光电,0.23,9.52,,4.19,,131515.76,28.17,,10-31
296,601567,三星医疗,0.29,-3.33,,5.23,,41525.21,-0.87,,10-31
297,600359,新农开发,-0.12,-340.0,,-7.06,,-4394.41,-324.44,,10-31
298,000520,长航凤凰,0.06,74.85,,17.28,,5986.04,74.83,,10-31
299,600743,华远地产,0.12,-38.61,,3.95,,29177.45,-38.38,,10-31
300,603226,菲林格尔,0.84,-1.18,,10.14,,7795.71,27.0,,10-31
301,000792,盐湖股份,-0.44,41.21,,-6.2,,-121334.58,41.21,,10-31
302,601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
303,002506,协鑫集成,-0.02,-291.0,,-2.48,,-9683.04,-300.05,,10-31
304,000029,深深房A,0.37,149.97,,12.41,,37400.04,150.03,,10-31
305,600643,爱建集团,0.51,25.62,,9.18,,81675.99,40.09,,10-31
306,000833,粤桂股份,0.15,62.6,,3.57,,9791.89,62.59,,10-31
307,600662,强生控股,0.04,-12.73,,1.25,,4045.54,-12.65,,10-31
308,000333,美的集团,2.72,17.75,,22.65,,1790023.9,19.35,,10-31
309,601375,中原证券,0.03,-66.67,,1.34,,13583.97,-61.82,,10-31
310,000418,小天鹅A,2.13,17.68,,18.15,,134706.7,17.85,,10-31
311,600715,文投控股,0.01,-95.45,,0.35,,2517.55,-93.34,,10-31
312,601595,上海电影,0.27,-34.15,,4.79,,10092.16,-34.6,,10-31
313,000504,南华生物,-0.07,12.31,,-175.15,,-2301.01,12.29,,10-31
314,600731,湖南海利,0.03,-38.67,,1.16,,1132.11,-34.1,,10-31
315,000957,中通客车,0.06,-71.43,,1.2,,3368.87,-72.37,,10-31
316,600363,联创光电,0.4,1.46,,7.55,,17520.12,1.45,,10-31
317,600747,ST大控,-0.0,-106.25,,-0.12,,-229.53,-104.82,,10-31
318,600004,白云机场,0.44,-22.81,,5.9,,91864.1,-21.93,,10-31
319,000563,陕国投A,0.07,-46.92,,2.78,,23627.86,-42.53,,10-31
320,601933,永辉超市,0.11,-26.67,,5.41,,101784.75,-26.9,,10-31
321,000593,大通燃气,0.05,242.86,,1.55,,1737.66,248.77,,10-31
322,603001,奥康国际,0.43,-10.26,,4.13,,17218.35,-10.25,,10-31
323,600462,ST九有,-0.02,-328.43,,-4.23,,-1242.61,-328.25,,10-31
324,600485,信威集团,-0.28,-287.8,,-8.59,,-82347.51,-291.32,,10-31
325,000632,三木集团,0.03,665.12,,1.2,,1529.84,657.87,,10-31
326,600843,上工申贝,0.25,-28.75,,6.1,,13501.63,-28.75,,10-31
327,600108,亚盛集团,0.03,1.26,,1.32,,6265.69,1.36,,10-31
328,603800,道森股份,0.3,204.12,,6.73,,6141.57,204.2,,10-31
329,000663,永安林业,-0.21,-333.33,,-3.21,,-6992.91,-338.12,,10-31
330,600521,华海药业,0.2,-57.45,,5.18,,25537.99,-47.38,,10-31
331,000682,东方电子,0.08,123.53,,4.66,,9093.31,160.72,,10-31
332,600877,ST嘉陵,-0.23,-607.79,,,,-16125.25,-607.95,,10-31
333,600145,*ST新亿,0.03,833.33,,6.29,,4200.29,1006.81,,10-31
334,600539,*ST狮头,0.04,123.53,,2.08,,881.59,125.61,,10-31
335,600182,S佳通,0.22,82.5,,8.43,,7444.62,83.53,,10-31
336,603920,世运电路,0.41,-10.87,,6.89,,16439.59,3.65,,10-31
337,600578,京能电力,0.09,200.0,,2.64,,59705.52,166.79,,10-31
338,002775,文科园林,0.4,-42.51,,9.42,,19274.57,11.37,,10-31
339,603198,迎驾贡酒,0.62,16.98,,11.91,,49809.34,16.44,,10-31
340,600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
341,600595,中孚实业,-0.22,-375.0,,-7.59,,-41739.41,-403.73,,10-31
342,600612,老凤祥,1.89,10.14,,16.67,,98780.13,10.14,,10-31
343,601012,隆基股份,0.61,-45.54,,11.36,,169117.05,-24.53,,10-31
