,c_name,0
19,电子器件,5
16,生物制药,5
12,机械行业,4
18,电子信息,3
10,有色金属,3
2,其它行业,2
4,化工行业,2
21,造纸行业,2
20,纺织行业,2
17,电器行业,2
11,服装鞋类,2
13,次新股,2
15,环保行业,1
22,酒店旅游,1
0,交通运输,1
14,汽车制造,1
1,传媒娱乐,1
9,房地产,1
8,建筑建材,1
7,家电行业,1
6,塑料制品,1
5,化纤行业,1
3,农林牧渔,1
23,食品行业,1
