,c_name,0
42,股权激励,8
9,军工航天,6
4,业绩预升,5
10,军民融合,4
25,次新股,3
5,业绩预降,3
6,体育概念,3
14,参股金融,3
12,准ST股,3
24,本月解禁,2
13,券商重仓,2
17,婴童概念,2
34,生物疫苗,2
11,农村金融,2
45,重组概念,2
46,长株潭,2
3,O2O模式,2
22,新零售,2
38,空气治理,1
35,生物育种,1
36,电子支付,1
33,生态农业,1
37,社保重仓,1
44,装饰园林,1
39,粤港澳,1
40,维生素,1
41,网络游戏,1
43,融资融券,1
31,燃料电池,1
47,风能,1
32,物联网,1
0,3D打印,1
30,涉矿概念,1
19,抗癌,1
2,IP变现,1
7,信托重仓,1
8,养老概念,1
15,图们江,1
16,基金重仓,1
18,成渝特区,1
20,整体上市,1
29,海工装备,1
21,新三板,1
23,智能穿戴,1
1,5G概念,1
26,民营银行,1
27,沿海发展,1
28,海峡西岸,1
48,风能概念,1
