,c_name,0
20,机械行业,15
27,电子器件,12
26,电子信息,12
24,生物制药,6
17,房地产,4
19,服装鞋类,3
13,塑料制品,3
12,商业百货,2
30,造纸行业,2
29,综合行业,2
28,纺织行业,2
22,汽车制造,2
34,食品行业,2
7,化工行业,2
4,其它行业,2
6,农药化肥,2
14,家具行业,1
33,飞机制造,1
32,钢铁行业,1
31,酒店旅游,1
2,传媒娱乐,1
3,供水供气,1
5,农林牧渔,1
25,电器行业,1
11,发电设备,1
23,环保行业,1
8,化纤行业,1
21,次新股,1
9,医疗器械,1
10,印刷包装,1
18,有色金属,1
1,仪器仪表,1
16,建筑建材,1
15,家电行业,1
0,交通运输,1
