,c_name,0
5,化工行业,6
0,交通运输,5
3,农林牧渔,5
27,电子器件,5
20,汽车制造,5
29,酿酒行业,4
12,家具行业,4
30,金融行业,3
26,电子信息,3
23,生物制药,3
10,商业百货,3
13,家电行业,3
14,建筑建材,3
17,机械行业,2
19,水泥行业,2
31,食品行业,2
15,房地产,2
7,医疗器械,2
2,其它行业,2
1,传媒娱乐,1
18,次新股,1
11,塑料制品,1
9,发电设备,1
21,环保行业,1
22,玻璃行业,1
8,印刷包装,1
24,电力行业,1
25,电器行业,1
6,化纤行业,1
28,石油行业,1
4,农药化肥,1
16,服装鞋类,1
