,c_name,0
13,生物制药,4
2,其它行业,2
17,造纸行业,2
4,化工行业,2
16,电子器件,2
15,电子信息,2
7,家具行业,2
10,机械行业,2
0,交通运输,1
12,环保行业,1
14,电器行业,1
9,房地产,1
11,汽车制造,1
1,传媒娱乐,1
8,建筑建材,1
6,塑料制品,1
5,发电设备,1
3,农林牧渔,1
18,食品行业,1
