,code,name,code_num
738,002277.XSHE,友阿股份,002277
739,002278.XSHE,神开股份,002278
740,002279.XSHE,久其软件,002279
741,002280.XSHE,联络互动,002280
742,002281.XSHE,光迅科技,002281
743,002282.XSHE,博深工具,002282
744,002283.XSHE,天润曲轴,002283
745,002284.XSHE,亚太股份,002284
746,002285.XSHE,世联行,002285
747,002286.XSHE,保龄宝,002286
748,002287.XSHE,奇正藏药,002287
749,002288.XSHE,超华科技,002288
750,002289.XSHE,宇顺电子,002289
751,002290.XSHE,中科新材,002290
752,002291.XSHE,星期六,002291
753,002292.XSHE,奥飞娱乐,002292
754,002293.XSHE,罗莱生活,002293
755,002294.XSHE,信立泰,002294
756,002295.XSHE,精艺股份,002295
757,002296.XSHE,辉煌科技,002296
758,002297.XSHE,博云新材,002297
759,002298.XSHE,中电兴发,002298
760,002299.XSHE,圣农发展,002299
761,002300.XSHE,太阳电缆,002300
762,002301.XSHE,齐心集团,002301
763,002302.XSHE,西部建设,002302
764,002303.XSHE,美盈森,002303
765,002304.XSHE,洋河股份,002304
766,002305.XSHE,南国置业,002305
767,002306.XSHE,*ST云网,002306
768,002307.XSHE,北新路桥,002307
769,002308.XSHE,威创股份,002308
770,002309.XSHE,中利集团,002309
771,002310.XSHE,东方园林,002310
772,002311.XSHE,海大集团,002311
773,002312.XSHE,三泰控股,002312
774,002313.XSHE,日海智能,002313
775,002314.XSHE,南山控股,002314
776,002315.XSHE,焦点科技,002315
777,002316.XSHE,亚联发展,002316
778,002317.XSHE,众生药业,002317
779,002318.XSHE,久立特材,002318
780,002319.XSHE,乐通股份,002319
781,002320.XSHE,海峡股份,002320
782,002321.XSHE,华英农业,002321
783,002322.XSHE,理工环科,002322
784,002323.XSHE,*ST百特,002323
785,002324.XSHE,普利特,002324
786,002325.XSHE,洪涛股份,002325
787,002326.XSHE,永太科技,002326
788,002327.XSHE,富安娜,002327
789,002328.XSHE,新朋股份,002328
790,002329.XSHE,皇氏集团,002329
791,002330.XSHE,得利斯,002330
792,002331.XSHE,皖通科技,002331
793,002332.XSHE,仙琚制药,002332
794,002333.XSHE,罗普斯金,002333
795,002334.XSHE,英威腾,002334
796,002335.XSHE,科华恒盛,002335
797,002336.XSHE,人人乐,002336
798,002337.XSHE,赛象科技,002337
799,002338.XSHE,奥普光电,002338
800,002339.XSHE,积成电子,002339
801,002340.XSHE,格林美,002340
802,002341.XSHE,新纶科技,002341
803,002342.XSHE,巨力索具,002342
804,002343.XSHE,慈文传媒,002343
805,002344.XSHE,海宁皮城,002344
806,002345.XSHE,潮宏基,002345
807,002346.XSHE,柘中股份,002346
808,002347.XSHE,泰尔股份,002347
809,002348.XSHE,高乐股份,002348
810,002349.XSHE,精华制药,002349
811,002350.XSHE,北京科锐,002350
812,002351.XSHE,漫步者,002351
813,002352.XSHE,顺丰控股,002352
814,002353.XSHE,杰瑞股份,002353
815,002354.XSHE,天神娱乐,002354
816,002355.XSHE,兴民智通,002355
817,002356.XSHE,赫美集团,002356
818,002357.XSHE,富临运业,002357
819,002358.XSHE,森源电气,002358
820,002359.XSHE,北讯集团,002359
821,002360.XSHE,同德化工,002360
822,002361.XSHE,神剑股份,002361
823,002362.XSHE,汉王科技,002362
824,002363.XSHE,隆基机械,002363
825,002364.XSHE,中恒电气,002364
826,002365.XSHE,永安药业,002365
827,002366.XSHE,台海核电,002366
828,002367.XSHE,康力电梯,002367
829,002368.XSHE,太极股份,002368
830,002369.XSHE,卓翼科技,002369
831,002370.XSHE,亚太药业,002370
832,002371.XSHE,北方华创,002371
833,002372.XSHE,伟星新材,002372
834,002373.XSHE,千方科技,002373
835,002374.XSHE,丽鹏股份,002374
836,002375.XSHE,亚厦股份,002375
837,002376.XSHE,新北洋,002376
838,002377.XSHE,国创高新,002377
839,002378.XSHE,章源钨业,002378
840,002379.XSHE,宏创控股,002379
841,002380.XSHE,科远股份,002380
842,002381.XSHE,双箭股份,002381
843,002382.XSHE,蓝帆医疗,002382
844,002383.XSHE,合众思壮,002383
845,002384.XSHE,东山精密,002384
846,002385.XSHE,大北农,002385
847,002386.XSHE,天原集团,002386
848,002387.XSHE,维信诺,002387
849,002388.XSHE,新亚制程,002388
850,002389.XSHE,航天彩虹,002389
851,002390.XSHE,信邦制药,002390
852,002391.XSHE,长青股份,002391
853,002392.XSHE,北京利尔,002392
854,002393.XSHE,力生制药,002393
855,002394.XSHE,联发股份,002394
856,002395.XSHE,双象股份,002395
857,002396.XSHE,星网锐捷,002396
858,002397.XSHE,梦洁股份,002397
859,002398.XSHE,建研集团,002398
860,002399.XSHE,海普瑞,002399
861,002400.XSHE,省广集团,002400
862,002401.XSHE,中远海科,002401
863,002402.XSHE,和而泰,002402
864,002403.XSHE,爱仕达,002403
865,002404.XSHE,嘉欣丝绸,002404
866,002405.XSHE,四维图新,002405
867,002406.XSHE,远东传动,002406
868,002407.XSHE,多氟多,002407
869,002408.XSHE,齐翔腾达,002408
870,002409.XSHE,雅克科技,002409
871,002410.XSHE,广联达,002410
872,002411.XSHE,延安必康,002411
873,002412.XSHE,汉森制药,002412
874,002413.XSHE,雷科防务,002413
875,002414.XSHE,高德红外,002414
876,002415.XSHE,海康威视,002415
877,002416.XSHE,爱施德,002416
878,002417.XSHE,深南股份,002417
879,002418.XSHE,康盛股份,002418
880,002419.XSHE,天虹股份,002419
881,002420.XSHE,毅昌股份,002420
882,002421.XSHE,达实智能,002421
883,002422.XSHE,科伦药业,002422
884,002423.XSHE,中原特钢,002423
885,002424.XSHE,贵州百灵,002424
886,002425.XSHE,凯撒文化,002425
887,002426.XSHE,胜利精密,002426
888,002427.XSHE,*ST尤夫,002427
889,002428.XSHE,云南锗业,002428
890,002429.XSHE,兆驰股份,002429
891,002430.XSHE,杭氧股份,002430
892,002431.XSHE,棕榈股份,002431
893,002432.XSHE,九安医疗,002432
894,002433.XSHE,太安堂,002433
895,002434.XSHE,万里扬,002434
896,002435.XSHE,长江润发,002435
897,002436.XSHE,兴森科技,002436
898,002437.XSHE,誉衡药业,002437
899,002438.XSHE,江苏神通,002438
900,002439.XSHE,启明星辰,002439
901,002440.XSHE,闰土股份,002440
902,002441.XSHE,众业达,002441
903,002442.XSHE,龙星化工,002442
904,002443.XSHE,金洲管道,002443
905,002444.XSHE,巨星科技,002444
906,002445.XSHE,ST中南,002445
907,002446.XSHE,盛路通信,002446
908,002447.XSHE,晨鑫科技,002447
909,002448.XSHE,中原内配,002448
910,002449.XSHE,国星光电,002449
911,002450.XSHE,ST康得新,002450
912,002451.XSHE,摩恩电气,002451
913,002452.XSHE,长高集团,002452
914,002453.XSHE,华软科技,002453
915,002454.XSHE,松芝股份,002454
916,002455.XSHE,百川股份,002455
917,002456.XSHE,欧菲科技,002456
918,002457.XSHE,青龙管业,002457
919,002458.XSHE,益生股份,002458
920,002459.XSHE,天业通联,002459
921,002460.XSHE,赣锋锂业,002460
922,002461.XSHE,珠江啤酒,002461
923,002462.XSHE,嘉事堂,002462
924,002463.XSHE,沪电股份,002463
925,002464.XSHE,众应互联,002464
926,002465.XSHE,海格通信,002465
927,002466.XSHE,天齐锂业,002466
928,002467.XSHE,二六三,002467
929,002468.XSHE,申通快递,002468
930,002469.XSHE,三维工程,002469
931,002470.XSHE,金正大,002470
932,002471.XSHE,中超控股,002471
933,002472.XSHE,双环传动,002472
934,002473.XSHE,*ST圣莱,002473
935,002474.XSHE,榕基软件,002474
936,002475.XSHE,立讯精密,002475
937,002476.XSHE,宝莫股份,002476
938,002477.XSHE,雏鹰农牧,002477
939,002478.XSHE,常宝股份,002478
940,002479.XSHE,富春环保,002479
941,002480.XSHE,新筑股份,002480
942,002481.XSHE,双塔食品,002481
943,002482.XSHE,广田集团,002482
944,002483.XSHE,润邦股份,002483
945,002484.XSHE,江海股份,002484
946,002485.XSHE,希努尔,002485
947,002486.XSHE,嘉麟杰,002486
948,002487.XSHE,大金重工,002487
949,002488.XSHE,金固股份,002488
950,002489.XSHE,浙江永强,002489
951,002490.XSHE,山东墨龙,002490
952,002491.XSHE,通鼎互联,002491
953,002492.XSHE,恒基达鑫,002492
954,002493.XSHE,荣盛石化,002493
955,002494.XSHE,华斯股份,002494
956,002495.XSHE,佳隆股份,002495
957,002496.XSHE,辉丰股份,002496
958,002497.XSHE,雅化集团,002497
959,002498.XSHE,汉缆股份,002498
960,002499.XSHE,科林环保,002499
961,002500.XSHE,山西证券,002500
962,002501.XSHE,利源精制,002501
963,002502.XSHE,骅威文化,002502
964,002503.XSHE,搜于特,002503
965,002504.XSHE,弘高创意,002504
966,002505.XSHE,大康农业,002505
967,002506.XSHE,协鑫集成,002506
968,002507.XSHE,涪陵榨菜,002507
969,002508.XSHE,老板电器,002508
970,002509.XSHE,天广中茂,002509
971,002510.XSHE,天汽模,002510
972,002511.XSHE,中顺洁柔,002511
973,002512.XSHE,达华智能,002512
974,002513.XSHE,蓝丰生化,002513
975,002514.XSHE,宝馨科技,002514
976,002515.XSHE,金字火腿,002515
977,002516.XSHE,旷达科技,002516
978,002517.XSHE,恺英网络,002517
979,002518.XSHE,科士达,002518
980,002519.XSHE,银河电子,002519
981,002520.XSHE,日发精机,002520
982,002521.XSHE,齐峰新材,002521
983,002522.XSHE,浙江众成,002522
984,002523.XSHE,天桥起重,002523
985,002524.XSHE,光正集团,002524
986,002526.XSHE,山东矿机,002526
987,002527.XSHE,新时达,002527
988,002528.XSHE,英飞拓,002528
989,002529.XSHE,海源复材,002529
990,002530.XSHE,金财互联,002530
991,002531.XSHE,天顺风能,002531
992,002532.XSHE,新界泵业,002532
993,002533.XSHE,金杯电工,002533
994,002534.XSHE,杭锅股份,002534
995,002535.XSHE,林州重机,002535
996,002536.XSHE,西泵股份,002536
997,002537.XSHE,海联金汇,002537
998,002538.XSHE,司尔特,002538
999,002539.XSHE,云图控股,002539
1000,002540.XSHE,亚太科技,002540
1001,002541.XSHE,鸿路钢构,002541
1002,002542.XSHE,中化岩土,002542
1003,002543.XSHE,万和电气,002543
1004,002544.XSHE,杰赛科技,002544
1005,002545.XSHE,东方铁塔,002545
1006,002546.XSHE,新联电子,002546
1007,002547.XSHE,春兴精工,002547
1008,002548.XSHE,金新农,002548
1009,002549.XSHE,凯美特气,002549
1010,002550.XSHE,千红制药,002550
1011,002551.XSHE,尚荣医疗,002551
1012,002552.XSHE,宝鼎科技,002552
1013,002553.XSHE,南方轴承,002553
1014,002554.XSHE,惠博普,002554
1015,002555.XSHE,三七互娱,002555
1016,002556.XSHE,辉隆股份,002556
1017,002557.XSHE,洽洽食品,002557
1018,002558.XSHE,巨人网络,002558
1019,002559.XSHE,亚威股份,002559
1020,002560.XSHE,通达股份,002560
1021,002561.XSHE,徐家汇,002561
1022,002562.XSHE,兄弟科技,002562
1023,002563.XSHE,森马服饰,002563
1024,002564.XSHE,天沃科技,002564
1025,002565.XSHE,顺灏股份,002565
1026,002566.XSHE,益盛药业,002566
1027,002567.XSHE,唐人神,002567
1028,002568.XSHE,百润股份,002568
1029,002569.XSHE,步森股份,002569
1030,002570.XSHE,*ST因美,002570
1031,002571.XSHE,德力股份,002571
1032,002572.XSHE,索菲亚,002572
1033,002573.XSHE,清新环境,002573
1034,002574.XSHE,明牌珠宝,002574
1035,002575.XSHE,群兴玩具,002575
1036,002576.XSHE,通达动力,002576
1037,002577.XSHE,雷柏科技,002577
1038,002578.XSHE,闽发铝业,002578
1039,002579.XSHE,中京电子,002579
1040,002580.XSHE,圣阳股份,002580
1041,002581.XSHE,未名医药,002581
1042,002582.XSHE,好想你,002582
1043,002583.XSHE,海能达,002583
1044,002584.XSHE,西陇科学,002584
1045,002585.XSHE,双星新材,002585
1046,002586.XSHE,围海股份,002586
1047,002587.XSHE,奥拓电子,002587
1048,002588.XSHE,史丹利,002588
1049,002589.XSHE,瑞康医药,002589
1050,002590.XSHE,万安科技,002590
1051,002591.XSHE,恒大高新,002591
1052,002592.XSHE,八菱科技,002592
1053,002593.XSHE,日上集团,002593
1054,002594.XSHE,比亚迪,002594
1055,002595.XSHE,豪迈科技,002595
1056,002596.XSHE,海南瑞泽,002596
1057,002597.XSHE,金禾实业,002597
1058,002598.XSHE,山东章鼓,002598
1059,002599.XSHE,盛通股份,002599
1060,002600.XSHE,领益智造,002600
1061,002601.XSHE,龙蟒佰利,002601
1062,002602.XSHE,世纪华通,002602
1063,002603.XSHE,以岭药业,002603
1064,002604.XSHE,*ST龙力,002604
1065,002605.XSHE,姚记扑克,002605
1066,002606.XSHE,大连电瓷,002606
1067,002607.XSHE,中公教育,002607
1068,002608.XSHE,江苏国信,002608
1069,002609.XSHE,捷顺科技,002609
1070,002610.XSHE,爱康科技,002610
1071,002611.XSHE,东方精工,002611
1072,002612.XSHE,朗姿股份,002612
1073,002613.XSHE,北玻股份,002613
1074,002614.XSHE,奥佳华,002614
1075,002615.XSHE,哈尔斯,002615
1076,002616.XSHE,长青集团,002616
1077,002617.XSHE,露笑科技,002617
1078,002618.XSHE,丹邦科技,002618
1079,002619.XSHE,艾格拉斯,002619
1080,002620.XSHE,瑞和股份,002620
1081,002621.XSHE,三垒股份,002621
1082,002622.XSHE,融钰集团,002622
1083,002623.XSHE,亚玛顿,002623
1084,002624.XSHE,完美世界,002624
1085,002625.XSHE,光启技术,002625
1086,002626.XSHE,金达威,002626
1087,002627.XSHE,宜昌交运,002627
1088,002628.XSHE,成都路桥,002628
1089,002629.XSHE,仁智股份,002629
1090,002630.XSHE,华西能源,002630
1091,002631.XSHE,德尔未来,002631
1092,002632.XSHE,道明光学,002632
1093,002633.XSHE,申科股份,002633
1094,002634.XSHE,棒杰股份,002634
1095,002635.XSHE,安洁科技,002635
1096,002636.XSHE,金安国纪,002636
1097,002637.XSHE,赞宇科技,002637
1098,002638.XSHE,勤上股份,002638
1099,002639.XSHE,雪人股份,002639
1100,002640.XSHE,跨境通,002640
1101,002641.XSHE,永高股份,002641
1102,002642.XSHE,荣之联,002642
1103,002643.XSHE,万润股份,002643
1104,002644.XSHE,佛慈制药,002644
1105,002645.XSHE,华宏科技,002645
1106,002646.XSHE,青青稞酒,002646
1107,002647.XSHE,仁东控股,002647
1108,002648.XSHE,卫星石化,002648
1109,002649.XSHE,博彦科技,002649
1110,002650.XSHE,加加食品,002650
1111,002651.XSHE,利君股份,002651
1112,002652.XSHE,扬子新材,002652
1113,002653.XSHE,海思科,002653
1114,002654.XSHE,万润科技,002654
1115,002655.XSHE,共达电声,002655
1116,002656.XSHE,摩登大道,002656
1117,002657.XSHE,中科金财,002657
1118,002658.XSHE,雪迪龙,002658
1119,002659.XSHE,凯文教育,002659
1120,002660.XSHE,茂硕电源,002660
1121,002661.XSHE,克明面业,002661
1122,002662.XSHE,京威股份,002662
1123,002663.XSHE,普邦股份,002663
1124,002664.XSHE,长鹰信质,002664
1125,002665.XSHE,首航节能,002665
1126,002666.XSHE,德联集团,002666
1127,002667.XSHE,鞍重股份,002667
1128,002668.XSHE,奥马电器,002668
1129,002669.XSHE,康达新材,002669
1130,002670.XSHE,国盛金控,002670
1131,002671.XSHE,龙泉股份,002671
1132,002672.XSHE,东江环保,002672
1133,002673.XSHE,西部证券,002673
1134,002674.XSHE,兴业科技,002674
1135,002675.XSHE,东诚药业,002675
1136,002676.XSHE,顺威股份,002676
1137,002677.XSHE,浙江美大,002677
1138,002678.XSHE,珠江钢琴,002678
1139,002679.XSHE,福建金森,002679
1140,002680.XSHE,*ST长生,002680
1141,002681.XSHE,奋达科技,002681
1142,002682.XSHE,龙洲股份,002682
1143,002683.XSHE,宏大爆破,002683
1144,002684.XSHE,猛狮科技,002684
1145,002685.XSHE,华东重机,002685
1146,002686.XSHE,亿利达,002686
1147,002687.XSHE,乔治白,002687
1148,002688.XSHE,金河生物,002688
1149,002689.XSHE,远大智能,002689
1150,002690.XSHE,美亚光电,002690
1151,002691.XSHE,冀凯股份,002691
1152,002692.XSHE,远程股份,002692
1153,002693.XSHE,双成药业,002693
1154,002694.XSHE,顾地科技,002694
1155,002695.XSHE,煌上煌,002695
1156,002696.XSHE,百洋股份,002696
1157,002697.XSHE,红旗连锁,002697
1158,002698.XSHE,博实股份,002698
1159,002699.XSHE,美盛文化,002699
1160,002700.XSHE,新疆浩源,002700
1161,002701.XSHE,奥瑞金,002701
1162,002702.XSHE,海欣食品,002702
1163,002703.XSHE,浙江世宝,002703
1164,002705.XSHE,新宝股份,002705
1165,002706.XSHE,良信电器,002706
1166,002707.XSHE,众信旅游,002707
1167,002708.XSHE,光洋股份,002708
1168,002709.XSHE,天赐材料,002709
1169,002711.XSHE,欧浦智网,002711
1170,002712.XSHE,思美传媒,002712
1171,002713.XSHE,东易日盛,002713
1172,002714.XSHE,牧原股份,002714
1173,002715.XSHE,登云股份,002715
1174,002716.XSHE,金贵银业,002716
1175,002717.XSHE,岭南股份,002717
1176,002718.XSHE,友邦吊顶,002718
1177,002719.XSHE,麦趣尔,002719
1178,002721.XSHE,金一文化,002721
1179,002722.XSHE,金轮股份,002722
1180,002723.XSHE,金莱特,002723
1181,002724.XSHE,海洋王,002724
1182,002725.XSHE,跃岭股份,002725
1183,002726.XSHE,龙大肉食,002726
1184,002727.XSHE,一心堂,002727
1185,002728.XSHE,特一药业,002728
1186,002729.XSHE,好利来,002729
1187,002730.XSHE,电光科技,002730
1188,002731.XSHE,萃华珠宝,002731
1189,002732.XSHE,燕塘乳业,002732
1190,002733.XSHE,雄韬股份,002733
1191,002734.XSHE,利民股份,002734
1192,002735.XSHE,王子新材,002735
1193,002736.XSHE,国信证券,002736
1194,002737.XSHE,葵花药业,002737
1195,002738.XSHE,中矿资源,002738
1196,002739.XSHE,万达电影,002739
1197,002740.XSHE,爱迪尔,002740
1198,002741.XSHE,光华科技,002741
1199,002742.XSHE,三圣股份,002742
1200,002743.XSHE,富煌钢构,002743
1201,002745.XSHE,木林森,002745
1202,002746.XSHE,仙坛股份,002746
1203,002747.XSHE,埃斯顿,002747
1204,002748.XSHE,世龙实业,002748
1205,002749.XSHE,国光股份,002749
1206,002750.XSHE,龙津药业,002750
1207,002751.XSHE,易尚展示,002751
1208,002752.XSHE,昇兴股份,002752
1209,002753.XSHE,永东股份,002753
1210,002755.XSHE,东方新星,002755
1211,002756.XSHE,永兴特钢,002756
1212,002757.XSHE,南兴装备,002757
1213,002758.XSHE,华通医药,002758
1214,002759.XSHE,天际股份,002759
1215,002760.XSHE,凤形股份,002760
1216,002761.XSHE,多喜爱,002761
1217,002762.XSHE,金发拉比,002762
1218,002763.XSHE,汇洁股份,002763
1219,002765.XSHE,蓝黛传动,002765
1220,002766.XSHE,索菱股份,002766
1221,002767.XSHE,先锋电子,002767
1222,002768.XSHE,国恩股份,002768
1223,002769.XSHE,普路通,002769
1224,002770.XSHE,科迪乳业,002770
1225,002771.XSHE,真视通,002771
1226,002772.XSHE,众兴菌业,002772
1227,002773.XSHE,康弘药业,002773
1228,002774.XSHE,快意电梯,002774
1229,002775.XSHE,文科园林,002775
1230,002776.XSHE,柏堡龙,002776
1231,002777.XSHE,久远银海,002777
1232,002778.XSHE,高科石化,002778
1233,002779.XSHE,中坚科技,002779
1234,002780.XSHE,三夫户外,002780
1235,002781.XSHE,奇信股份,002781
1236,002782.XSHE,可立克,002782
1237,002783.XSHE,凯龙股份,002783
1238,002785.XSHE,万里石,002785
1239,002786.XSHE,银宝山新,002786
1240,002787.XSHE,华源控股,002787
1241,002788.XSHE,鹭燕医药,002788
1242,002789.XSHE,建艺集团,002789
1243,002790.XSHE,瑞尔特,002790
1244,002791.XSHE,坚朗五金,002791
1245,002792.XSHE,通宇通讯,002792
1246,002793.XSHE,东音股份,002793
1247,002795.XSHE,永和智控,002795
1248,002796.XSHE,世嘉科技,002796
1249,002797.XSHE,第一创业,002797
1250,002798.XSHE,帝欧家居,002798
1251,002799.XSHE,环球印务,002799
1252,002800.XSHE,天顺股份,002800
1253,002801.XSHE,微光股份,002801
1254,002802.XSHE,洪汇新材,002802
1255,002803.XSHE,吉宏股份,002803
1256,002805.XSHE,丰元股份,002805
1257,002806.XSHE,华锋股份,002806
1258,002807.XSHE,江阴银行,002807
1259,002808.XSHE,恒久科技,002808
1260,002809.XSHE,红墙股份,002809
1261,002810.XSHE,山东赫达,002810
1262,002811.XSHE,亚泰国际,002811
1263,002812.XSHE,恩捷股份,002812
1264,002813.XSHE,路畅科技,002813
1265,002815.XSHE,崇达技术,002815
1266,002816.XSHE,和科达,002816
1267,002817.XSHE,黄山胶囊,002817
1268,002818.XSHE,富森美,002818
1269,002819.XSHE,东方中科,002819
1270,002820.XSHE,桂发祥,002820
1271,002821.XSHE,凯莱英,002821
1272,002822.XSHE,中装建设,002822
1273,002823.XSHE,凯中精密,002823
1274,002824.XSHE,和胜股份,002824
1275,002825.XSHE,纳尔股份,002825
1276,002826.XSHE,易明医药,002826
1277,002827.XSHE,高争民爆,002827
1278,002828.XSHE,贝肯能源,002828
1279,002829.XSHE,星网宇达,002829
1280,002830.XSHE,名雕股份,002830
1281,002831.XSHE,裕同科技,002831
1282,002832.XSHE,比音勒芬,002832
1283,002833.XSHE,弘亚数控,002833
1284,002835.XSHE,同为股份,002835
1285,002836.XSHE,新宏泽,002836
1286,002837.XSHE,英维克,002837
1287,002838.XSHE,道恩股份,002838
1288,002839.XSHE,张家港行,002839
1289,002840.XSHE,华统股份,002840
1290,002841.XSHE,视源股份,002841
1291,002842.XSHE,翔鹭钨业,002842
1292,002843.XSHE,泰嘉股份,002843
1293,002845.XSHE,同兴达,002845
1294,002846.XSHE,英联股份,002846
1295,002847.XSHE,盐津铺子,002847
1296,002848.XSHE,高斯贝尔,002848
1297,002849.XSHE,威星智能,002849
1298,002850.XSHE,科达利,002850
1299,002851.XSHE,麦格米特,002851
1300,002852.XSHE,道道全,002852
1301,002853.XSHE,皮阿诺,002853
1302,002855.XSHE,捷荣技术,002855
1303,002856.XSHE,美芝股份,002856
1304,002857.XSHE,三晖电气,002857
1305,002858.XSHE,力盛赛车,002858
1306,002859.XSHE,洁美科技,002859
1307,002860.XSHE,星帅尔,002860
1308,002861.XSHE,瀛通通讯,002861
1309,002862.XSHE,实丰文化,002862
1310,002863.XSHE,今飞凯达,002863
1311,002864.XSHE,盘龙药业,002864
1312,002865.XSHE,钧达股份,002865
1313,002866.XSHE,传艺科技,002866
1314,002867.XSHE,周大生,002867
1315,002868.XSHE,绿康生化,002868
1316,002869.XSHE,金溢科技,002869
1317,002870.XSHE,香山股份,002870
1318,002871.XSHE,伟隆股份,002871
1319,002872.XSHE,天圣制药,002872
1320,002873.XSHE,新天药业,002873
1321,002875.XSHE,安奈儿,002875
1322,002876.XSHE,三利谱,002876
1323,002877.XSHE,智能自控,002877
1324,002878.XSHE,元隆雅图,002878
1325,002879.XSHE,长缆科技,002879
1326,002880.XSHE,卫光生物,002880
1327,002881.XSHE,美格智能,002881
1328,002882.XSHE,金龙羽,002882
1329,002883.XSHE,中设股份,002883
1330,002884.XSHE,凌霄泵业,002884
1331,002885.XSHE,京泉华,002885
1332,002886.XSHE,沃特股份,002886
1333,002887.XSHE,绿茵生态,002887
1334,002888.XSHE,惠威科技,002888
1335,002889.XSHE,东方嘉盛,002889
1336,002890.XSHE,弘宇股份,002890
1337,002891.XSHE,中宠股份,002891
1338,002892.XSHE,科力尔,002892
1339,002893.XSHE,华通热力,002893
1340,002895.XSHE,川恒股份,002895
1341,002896.XSHE,中大力德,002896
1342,002897.XSHE,意华股份,002897
1343,002898.XSHE,赛隆药业,002898
1344,002899.XSHE,英派斯,002899
1345,002900.XSHE,哈三联,002900
1346,002901.XSHE,大博医疗,002901
1347,002902.XSHE,铭普光磁,002902
1348,002903.XSHE,宇环数控,002903
1349,002905.XSHE,金逸影视,002905
1350,002906.XSHE,华阳集团,002906
1351,002907.XSHE,华森制药,002907
1352,002908.XSHE,德生科技,002908
1353,002909.XSHE,集泰股份,002909
1354,002910.XSHE,庄园牧场,002910
1355,002911.XSHE,佛燃股份,002911
1356,002912.XSHE,中新赛克,002912
1357,002913.XSHE,奥士康,002913
1358,002915.XSHE,中欣氟材,002915
1359,002916.XSHE,深南电路,002916
1360,002917.XSHE,金奥博,002917
1361,002918.XSHE,蒙娜丽莎,002918
1362,002919.XSHE,名臣健康,002919
1363,002920.XSHE,德赛西威,002920
1364,002921.XSHE,联诚精密,002921
1365,002922.XSHE,伊戈尔,002922
1366,002923.XSHE,润都股份,002923
1367,002925.XSHE,盈趣科技,002925
1368,002926.XSHE,华西证券,002926
1369,002927.XSHE,泰永长征,002927
1370,002928.XSHE,华夏航空,002928
1371,002929.XSHE,润建通信,002929
1372,002930.XSHE,宏川智慧,002930
1373,002931.XSHE,锋龙股份,002931
1374,002932.XSHE,明德生物,002932
1375,002933.XSHE,新兴装备,002933
1376,002935.XSHE,天奥电子,002935
1377,002936.XSHE,郑州银行,002936
1378,002937.XSHE,兴瑞科技,002937
1379,002938.XSHE,鹏鼎控股,002938
1380,002939.XSHE,长城证券,002939
1381,002940.XSHE,昂利康,002940
1382,002941.XSHE,新疆交建,002941
1383,002942.XSHE,新农股份,002942
1384,002943.XSHE,宇晶股份,002943
1385,300001.XSHE,特锐德,300001
1386,300002.XSHE,神州泰岳,300002
1387,300003.XSHE,乐普医疗,300003
1388,300004.XSHE,南风股份,300004
1389,300005.XSHE,探路者,300005
1390,300006.XSHE,莱美药业,300006
1391,300007.XSHE,汉威科技,300007
1392,300008.XSHE,天海防务,300008
1393,300009.XSHE,安科生物,300009
1394,300010.XSHE,立思辰,300010
1395,300011.XSHE,鼎汉技术,300011
1396,300012.XSHE,华测检测,300012
1397,300013.XSHE,新宁物流,300013
1398,300014.XSHE,亿纬锂能,300014
1399,300015.XSHE,爱尔眼科,300015
1400,300016.XSHE,北陆药业,300016
1401,300017.XSHE,网宿科技,300017
1402,300018.XSHE,中元股份,300018
1403,300019.XSHE,硅宝科技,300019
1404,300020.XSHE,银江股份,300020
1405,300021.XSHE,大禹节水,300021
1406,300022.XSHE,吉峰科技,300022
1407,300023.XSHE,宝德股份,300023
1408,300024.XSHE,机器人,300024
1409,300025.XSHE,华星创业,300025
1410,300026.XSHE,红日药业,300026
1411,300027.XSHE,华谊兄弟,300027
1412,300028.XSHE,金亚科技,300028
1413,300029.XSHE,天龙光电,300029
1414,300030.XSHE,阳普医疗,300030
1415,300031.XSHE,宝通科技,300031
1416,300032.XSHE,金龙机电,300032
1417,300033.XSHE,同花顺,300033
1418,300034.XSHE,钢研高纳,300034
1419,300035.XSHE,中科电气,300035
1420,300036.XSHE,超图软件,300036
1421,300037.XSHE,新宙邦,300037
1422,300038.XSHE,数知科技,300038
1423,300039.XSHE,上海凯宝,300039
1424,300040.XSHE,九洲电气,300040
1425,300041.XSHE,回天新材,300041
1426,300042.XSHE,朗科科技,300042
1427,300043.XSHE,星辉娱乐,300043
1428,300044.XSHE,赛为智能,300044
1429,300045.XSHE,华力创通,300045
1430,300046.XSHE,台基股份,300046
1431,300047.XSHE,天源迪科,300047
1432,300048.XSHE,合康新能,300048
1433,300049.XSHE,福瑞股份,300049
1434,300050.XSHE,世纪鼎利,300050
1435,300051.XSHE,三五互联,300051
1436,300052.XSHE,中青宝,300052
1437,300053.XSHE,欧比特,300053
1438,300054.XSHE,鼎龙股份,300054
1439,300055.XSHE,万邦达,300055
1440,300056.XSHE,三维丝,300056
1441,300057.XSHE,万顺股份,300057
1442,300058.XSHE,蓝色光标,300058
1443,300059.XSHE,东方财富,300059
1444,300061.XSHE,康旗股份,300061
1445,300062.XSHE,中能电气,300062
1446,300063.XSHE,天龙集团,300063
1447,300064.XSHE,豫金刚石,300064
1448,300065.XSHE,海兰信,300065
1449,300066.XSHE,三川智慧,300066
1450,300067.XSHE,安诺其,300067
1451,300068.XSHE,南都电源,300068
1452,300069.XSHE,金利华电,300069
