,code,name,code_num
1453,300070.XSHE,碧水源,300070
1454,300071.XSHE,华谊嘉信,300071
1455,300072.XSHE,三聚环保,300072
1456,300073.XSHE,当升科技,300073
1457,300074.XSHE,华平股份,300074
1458,300075.XSHE,数字政通,300075
1459,300076.XSHE,GQY视讯,300076
1460,300077.XSHE,国民技术,300077
1461,300078.XSHE,思创医惠,300078
1462,300079.XSHE,数码科技,300079
1463,300080.XSHE,易成新能,300080
1464,300081.XSHE,恒信东方,300081
1465,300082.XSHE,奥克股份,300082
1466,300083.XSHE,劲胜智能,300083
1467,300084.XSHE,海默科技,300084
1468,300085.XSHE,银之杰,300085
1469,300086.XSHE,康芝药业,300086
1470,300087.XSHE,荃银高科,300087
1471,300088.XSHE,长信科技,300088
1472,300089.XSHE,文化长城,300089
1473,300090.XSHE,盛运环保,300090
1474,300091.XSHE,金通灵,300091
1475,300092.XSHE,科新机电,300092
1476,300093.XSHE,金刚玻璃,300093
1477,300094.XSHE,国联水产,300094
1478,300095.XSHE,华伍股份,300095
1479,300096.XSHE,易联众,300096
1480,300097.XSHE,智云股份,300097
1481,300098.XSHE,高新兴,300098
1482,300099.XSHE,精准信息,300099
1483,300100.XSHE,双林股份,300100
1484,300101.XSHE,振芯科技,300101
1485,300102.XSHE,乾照光电,300102
1486,300103.XSHE,达刚路机,300103
1487,300104.XSHE,乐视网,300104
1488,300105.XSHE,龙源技术,300105
1489,300106.XSHE,西部牧业,300106
1490,300107.XSHE,建新股份,300107
1491,300108.XSHE,吉药控股,300108
1492,300109.XSHE,新开源,300109
1493,300110.XSHE,华仁药业,300110
1494,300111.XSHE,向日葵,300111
1495,300112.XSHE,万讯自控,300112
1496,300113.XSHE,顺网科技,300113
1497,300114.XSHE,中航电测,300114
1498,300115.XSHE,长盈精密,300115
1499,300116.XSHE,坚瑞沃能,300116
1500,300117.XSHE,嘉寓股份,300117
1501,300118.XSHE,东方日升,300118
1502,300119.XSHE,瑞普生物,300119
1503,300120.XSHE,经纬辉开,300120
1504,300121.XSHE,阳谷华泰,300121
1505,300122.XSHE,智飞生物,300122
1506,300123.XSHE,亚光科技,300123
1507,300124.XSHE,汇川技术,300124
1508,300125.XSHE,易世达,300125
1509,300126.XSHE,锐奇股份,300126
1510,300127.XSHE,银河磁体,300127
1511,300128.XSHE,锦富技术,300128
1512,300129.XSHE,泰胜风能,300129
1513,300130.XSHE,新国都,300130
1514,300131.XSHE,英唐智控,300131
1515,300132.XSHE,青松股份,300132
1516,300133.XSHE,华策影视,300133
1517,300134.XSHE,大富科技,300134
1518,300135.XSHE,宝利国际,300135
1519,300136.XSHE,信维通信,300136
1520,300137.XSHE,先河环保,300137
1521,300138.XSHE,晨光生物,300138
1522,300139.XSHE,晓程科技,300139
1523,300140.XSHE,中环装备,300140
1524,300141.XSHE,和顺电气,300141
1525,300142.XSHE,沃森生物,300142
1526,300143.XSHE,星普医科,300143
1527,300144.XSHE,宋城演艺,300144
1528,300145.XSHE,中金环境,300145
1529,300146.XSHE,汤臣倍健,300146
1530,300147.XSHE,香雪制药,300147
1531,300148.XSHE,天舟文化,300148
1532,300149.XSHE,量子生物,300149
1533,300150.XSHE,世纪瑞尔,300150
1534,300151.XSHE,昌红科技,300151
1535,300152.XSHE,科融环境,300152
1536,300153.XSHE,科泰电源,300153
1537,300154.XSHE,瑞凌股份,300154
1538,300155.XSHE,安居宝,300155
1539,300156.XSHE,神雾环保,300156
1540,300157.XSHE,恒泰艾普,300157
1541,300158.XSHE,振东制药,300158
1542,300159.XSHE,新研股份,300159
1543,300160.XSHE,秀强股份,300160
1544,300161.XSHE,华中数控,300161
1545,300162.XSHE,雷曼股份,300162
1546,300163.XSHE,先锋新材,300163
1547,300164.XSHE,通源石油,300164
1548,300165.XSHE,天瑞仪器,300165
1549,300166.XSHE,东方国信,300166
1550,300167.XSHE,迪威迅,300167
1551,300168.XSHE,万达信息,300168
1552,300169.XSHE,天晟新材,300169
1553,300170.XSHE,汉得信息,300170
1554,300171.XSHE,东富龙,300171
1555,300172.XSHE,中电环保,300172
1556,300173.XSHE,智慧松德,300173
1557,300174.XSHE,元力股份,300174
1558,300175.XSHE,朗源股份,300175
1559,300176.XSHE,派生科技,300176
1560,300177.XSHE,中海达,300177
1561,300178.XSHE,腾邦国际,300178
1562,300179.XSHE,四方达,300179
1563,300180.XSHE,华峰超纤,300180
1564,300181.XSHE,佐力药业,300181
1565,300182.XSHE,捷成股份,300182
1566,300183.XSHE,东软载波,300183
1567,300184.XSHE,力源信息,300184
1568,300185.XSHE,通裕重工,300185
1569,300187.XSHE,永清环保,300187
1570,300188.XSHE,美亚柏科,300188
1571,300189.XSHE,神农基因,300189
1572,300190.XSHE,维尔利,300190
1573,300191.XSHE,潜能恒信,300191
1574,300192.XSHE,科斯伍德,300192
1575,300193.XSHE,佳士科技,300193
1576,300194.XSHE,福安药业,300194
1577,300195.XSHE,长荣股份,300195
1578,300196.XSHE,长海股份,300196
1579,300197.XSHE,铁汉生态,300197
1580,300198.XSHE,纳川股份,300198
1581,300199.XSHE,翰宇药业,300199
1582,300200.XSHE,高盟新材,300200
1583,300201.XSHE,海伦哲,300201
1584,300202.XSHE,聚龙股份,300202
1585,300203.XSHE,聚光科技,300203
1586,300204.XSHE,舒泰神,300204
1587,300205.XSHE,天喻信息,300205
1588,300206.XSHE,理邦仪器,300206
1589,300207.XSHE,欣旺达,300207
1590,300208.XSHE,青岛中程,300208
1591,300209.XSHE,天泽信息,300209
1592,300210.XSHE,森远股份,300210
1593,300211.XSHE,亿通科技,300211
1594,300212.XSHE,易华录,300212
1595,300213.XSHE,佳讯飞鸿,300213
1596,300214.XSHE,日科化学,300214
1597,300215.XSHE,电科院,300215
1598,300216.XSHE,千山药机,300216
1599,300217.XSHE,东方电热,300217
1600,300218.XSHE,安利股份,300218
1601,300219.XSHE,鸿利智汇,300219
1602,300220.XSHE,金运激光,300220
1603,300221.XSHE,银禧科技,300221
1604,300222.XSHE,科大智能,300222
1605,300223.XSHE,北京君正,300223
1606,300224.XSHE,正海磁材,300224
1607,300225.XSHE,金力泰,300225
1608,300226.XSHE,上海钢联,300226
1609,300227.XSHE,光韵达,300227
1610,300228.XSHE,富瑞特装,300228
1611,300229.XSHE,拓尔思,300229
1612,300230.XSHE,永利股份,300230
1613,300231.XSHE,银信科技,300231
1614,300232.XSHE,洲明科技,300232
1615,300233.XSHE,金城医药,300233
1616,300234.XSHE,开尔新材,300234
1617,300235.XSHE,方直科技,300235
1618,300236.XSHE,上海新阳,300236
1619,300237.XSHE,美晨生态,300237
1620,300238.XSHE,冠昊生物,300238
1621,300239.XSHE,东宝生物,300239
1622,300240.XSHE,飞力达,300240
1623,300241.XSHE,瑞丰光电,300241
1624,300242.XSHE,佳云科技,300242
1625,300243.XSHE,瑞丰高材,300243
1626,300244.XSHE,迪安诊断,300244
1627,300245.XSHE,天玑科技,300245
1628,300246.XSHE,宝莱特,300246
1629,300247.XSHE,融捷健康,300247
1630,300248.XSHE,新开普,300248
1631,300249.XSHE,依米康,300249
1632,300250.XSHE,初灵信息,300250
1633,300251.XSHE,光线传媒,300251
1634,300252.XSHE,金信诺,300252
1635,300253.XSHE,卫宁健康,300253
1636,300254.XSHE,仟源医药,300254
1637,300255.XSHE,常山药业,300255
1638,300256.XSHE,星星科技,300256
1639,300257.XSHE,开山股份,300257
1640,300258.XSHE,精锻科技,300258
1641,300259.XSHE,新天科技,300259
1642,300260.XSHE,新莱应材,300260
1643,300261.XSHE,雅本化学,300261
1644,300262.XSHE,巴安水务,300262
1645,300263.XSHE,隆华科技,300263
1646,300264.XSHE,佳创视讯,300264
1647,300265.XSHE,通光线缆,300265
1648,300266.XSHE,兴源环境,300266
1649,300267.XSHE,尔康制药,300267
1650,300268.XSHE,佳沃股份,300268
1651,300269.XSHE,联建光电,300269
1652,300270.XSHE,中威电子,300270
1653,300271.XSHE,华宇软件,300271
1654,300272.XSHE,开能健康,300272
1655,300273.XSHE,和佳股份,300273
1656,300274.XSHE,阳光电源,300274
1657,300275.XSHE,梅安森,300275
1658,300276.XSHE,三丰智能,300276
1659,300277.XSHE,海联讯,300277
1660,300278.XSHE,华昌达,300278
1661,300279.XSHE,和晶科技,300279
1662,300280.XSHE,紫天科技,300280
1663,300281.XSHE,金明精机,300281
1664,300282.XSHE,三盛教育,300282
1665,300283.XSHE,温州宏丰,300283
1666,300284.XSHE,苏交科,300284
1667,300285.XSHE,国瓷材料,300285
1668,300286.XSHE,安科瑞,300286
1669,300287.XSHE,飞利信,300287
1670,300288.XSHE,朗玛信息,300288
1671,300289.XSHE,利德曼,300289
1672,300290.XSHE,荣科科技,300290
1673,300291.XSHE,华录百纳,300291
1674,300292.XSHE,吴通控股,300292
1675,300293.XSHE,蓝英装备,300293
1676,300294.XSHE,博雅生物,300294
1677,300295.XSHE,三六五网,300295
1678,300296.XSHE,利亚德,300296
1679,300297.XSHE,蓝盾股份,300297
1680,300298.XSHE,三诺生物,300298
1681,300299.XSHE,富春股份,300299
1682,300300.XSHE,汉鼎宇佑,300300
1683,300301.XSHE,长方集团,300301
1684,300302.XSHE,同有科技,300302
1685,300303.XSHE,聚飞光电,300303
1686,300304.XSHE,云意电气,300304
1687,300305.XSHE,裕兴股份,300305
1688,300306.XSHE,远方信息,300306
1689,300307.XSHE,慈星股份,300307
1690,300308.XSHE,中际旭创,300308
1691,300309.XSHE,吉艾科技,300309
1692,300310.XSHE,宜通世纪,300310
1693,300311.XSHE,任子行,300311
1694,300312.XSHE,邦讯技术,300312
1695,300313.XSHE,天山生物,300313
1696,300314.XSHE,戴维医疗,300314
1697,300315.XSHE,掌趣科技,300315
1698,300316.XSHE,晶盛机电,300316
1699,300317.XSHE,珈伟新能,300317
1700,300318.XSHE,博晖创新,300318
1701,300319.XSHE,麦捷科技,300319
1702,300320.XSHE,海达股份,300320
1703,300321.XSHE,同大股份,300321
1704,300322.XSHE,硕贝德,300322
1705,300323.XSHE,华灿光电,300323
1706,300324.XSHE,旋极信息,300324
1707,300325.XSHE,德威新材,300325
1708,300326.XSHE,凯利泰,300326
1709,300327.XSHE,中颖电子,300327
1710,300328.XSHE,宜安科技,300328
1711,300329.XSHE,海伦钢琴,300329
1712,300330.XSHE,华虹计通,300330
1713,300331.XSHE,苏大维格,300331
1714,300332.XSHE,天壕环境,300332
1715,300333.XSHE,兆日科技,300333
1716,300334.XSHE,津膜科技,300334
1717,300335.XSHE,迪森股份,300335
1718,300336.XSHE,新文化,300336
1719,300337.XSHE,银邦股份,300337
1720,300338.XSHE,开元股份,300338
1721,300339.XSHE,润和软件,300339
1722,300340.XSHE,科恒股份,300340
1723,300341.XSHE,麦克奥迪,300341
1724,300342.XSHE,天银机电,300342
1725,300343.XSHE,联创互联,300343
1726,300344.XSHE,太空智造,300344
1727,300345.XSHE,红宇新材,300345
1728,300346.XSHE,南大光电,300346
1729,300347.XSHE,泰格医药,300347
1730,300348.XSHE,长亮科技,300348
1731,300349.XSHE,金卡智能,300349
1732,300350.XSHE,华鹏飞,300350
1733,300351.XSHE,永贵电器,300351
1734,300352.XSHE,北信源,300352
1735,300353.XSHE,东土科技,300353
1736,300354.XSHE,东华测试,300354
1737,300355.XSHE,蒙草生态,300355
1738,300356.XSHE,光一科技,300356
1739,300357.XSHE,我武生物,300357
1740,300358.XSHE,楚天科技,300358
1741,300359.XSHE,全通教育,300359
1742,300360.XSHE,炬华科技,300360
1743,300362.XSHE,天翔环境,300362
1744,300363.XSHE,博腾股份,300363
1745,300364.XSHE,中文在线,300364
1746,300365.XSHE,恒华科技,300365
1747,300366.XSHE,创意信息,300366
1748,300367.XSHE,东方网力,300367
1749,300368.XSHE,汇金股份,300368
1750,300369.XSHE,绿盟科技,300369
1751,300370.XSHE,安控科技,300370
1752,300371.XSHE,汇中股份,300371
1753,300373.XSHE,扬杰科技,300373
1754,300374.XSHE,恒通科技,300374
1755,300375.XSHE,鹏翎股份,300375
1756,300376.XSHE,易事特,300376
1757,300377.XSHE,赢时胜,300377
1758,300378.XSHE,鼎捷软件,300378
1759,300379.XSHE,东方通,300379
1760,300380.XSHE,安硕信息,300380
1761,300381.XSHE,溢多利,300381
1762,300382.XSHE,斯莱克,300382
1763,300383.XSHE,光环新网,300383
1764,300384.XSHE,三联虹普,300384
1765,300385.XSHE,雪浪环境,300385
1766,300386.XSHE,飞天诚信,300386
1767,300387.XSHE,富邦股份,300387
1768,300388.XSHE,国祯环保,300388
1769,300389.XSHE,艾比森,300389
1770,300390.XSHE,天华超净,300390
1771,300391.XSHE,康跃科技,300391
1772,300392.XSHE,腾信股份,300392
1773,300393.XSHE,中来股份,300393
1774,300394.XSHE,天孚通信,300394
1775,300395.XSHE,菲利华,300395
1776,300396.XSHE,迪瑞医疗,300396
1777,300397.XSHE,天和防务,300397
1778,300398.XSHE,飞凯材料,300398
1779,300399.XSHE,京天利,300399
1780,300400.XSHE,劲拓股份,300400
1781,300401.XSHE,花园生物,300401
1782,300402.XSHE,宝色股份,300402
1783,300403.XSHE,汉宇集团,300403
1784,300404.XSHE,博济医药,300404
1785,300405.XSHE,科隆股份,300405
1786,300406.XSHE,九强生物,300406
1787,300407.XSHE,凯发电气,300407
1788,300408.XSHE,三环集团,300408
1789,300409.XSHE,道氏技术,300409
1790,300410.XSHE,正业科技,300410
1791,300411.XSHE,金盾股份,300411
1792,300412.XSHE,迦南科技,300412
1793,300413.XSHE,芒果超媒,300413
1794,300414.XSHE,中光防雷,300414
1795,300415.XSHE,伊之密,300415
1796,300416.XSHE,苏试试验,300416
1797,300417.XSHE,南华仪器,300417
1798,300418.XSHE,昆仑万维,300418
1799,300419.XSHE,浩丰科技,300419
1800,300420.XSHE,五洋停车,300420
1801,300421.XSHE,力星股份,300421
1802,300422.XSHE,博世科,300422
1803,300423.XSHE,鲁亿通,300423
1804,300424.XSHE,航新科技,300424
1805,300425.XSHE,环能科技,300425
1806,300426.XSHE,唐德影视,300426
1807,300427.XSHE,红相股份,300427
1808,300428.XSHE,四通新材,300428
1809,300429.XSHE,强力新材,300429
1810,300430.XSHE,诚益通,300430
1811,300431.XSHE,暴风集团,300431
1812,300432.XSHE,富临精工,300432
1813,300433.XSHE,蓝思科技,300433
1814,300434.XSHE,金石东方,300434
1815,300435.XSHE,中泰股份,300435
1816,300436.XSHE,广生堂,300436
1817,300437.XSHE,清水源,300437
1818,300438.XSHE,鹏辉能源,300438
1819,300439.XSHE,美康生物,300439
1820,300440.XSHE,运达科技,300440
1821,300441.XSHE,鲍斯股份,300441
1822,300442.XSHE,普丽盛,300442
1823,300443.XSHE,金雷股份,300443
1824,300444.XSHE,双杰电气,300444
1825,300445.XSHE,康斯特,300445
1826,300446.XSHE,乐凯新材,300446
1827,300447.XSHE,全信股份,300447
1828,300448.XSHE,浩云科技,300448
1829,300449.XSHE,汉邦高科,300449
1830,300450.XSHE,先导智能,300450
1831,300451.XSHE,创业慧康,300451
1832,300452.XSHE,山河药辅,300452
1833,300453.XSHE,三鑫医疗,300453
1834,300454.XSHE,深信服,300454
1835,300455.XSHE,康拓红外,300455
1836,300456.XSHE,耐威科技,300456
1837,300457.XSHE,赢合科技,300457
1838,300458.XSHE,全志科技,300458
1839,300459.XSHE,金科文化,300459
1840,300460.XSHE,惠伦晶体,300460
1841,300461.XSHE,田中精机,300461
1842,300462.XSHE,华铭智能,300462
1843,300463.XSHE,迈克生物,300463
1844,300464.XSHE,星徽精密,300464
1845,300465.XSHE,高伟达,300465
1846,300466.XSHE,赛摩电气,300466
1847,300467.XSHE,迅游科技,300467
1848,300468.XSHE,四方精创,300468
1849,300469.XSHE,信息发展,300469
1850,300470.XSHE,日机密封,300470
1851,300471.XSHE,厚普股份,300471
1852,300472.XSHE,新元科技,300472
1853,300473.XSHE,德尔股份,300473
1854,300474.XSHE,景嘉微,300474
1855,300475.XSHE,聚隆科技,300475
1856,300476.XSHE,胜宏科技,300476
1857,300477.XSHE,合纵科技,300477
1858,300478.XSHE,杭州高新,300478
1859,300479.XSHE,神思电子,300479
1860,300480.XSHE,光力科技,300480
1861,300481.XSHE,濮阳惠成,300481
1862,300482.XSHE,万孚生物,300482
1863,300483.XSHE,沃施股份,300483
1864,300484.XSHE,蓝海华腾,300484
1865,300485.XSHE,赛升药业,300485
1866,300486.XSHE,东杰智能,300486
1867,300487.XSHE,蓝晓科技,300487
1868,300488.XSHE,恒锋工具,300488
1869,300489.XSHE,中飞股份,300489
1870,300490.XSHE,华自科技,300490
1871,300491.XSHE,通合科技,300491
1872,300492.XSHE,山鼎设计,300492
1873,300493.XSHE,润欣科技,300493
1874,300494.XSHE,盛天网络,300494
1875,300495.XSHE,美尚生态,300495
1876,300496.XSHE,中科创达,300496
1877,300497.XSHE,富祥股份,300497
1878,300498.XSHE,温氏股份,300498
1879,300499.XSHE,高澜股份,300499
1880,300500.XSHE,启迪设计,300500
1881,300501.XSHE,海顺新材,300501
1882,300502.XSHE,新易盛,300502
1883,300503.XSHE,昊志机电,300503
1884,300504.XSHE,天邑股份,300504
1885,300505.XSHE,川金诺,300505
1886,300506.XSHE,名家汇,300506
1887,300507.XSHE,苏奥传感,300507
1888,300508.XSHE,维宏股份,300508
1889,300509.XSHE,新美星,300509
1890,300510.XSHE,金冠股份,300510
1891,300511.XSHE,雪榕生物,300511
1892,300512.XSHE,中亚股份,300512
1893,300513.XSHE,恒实科技,300513
1894,300514.XSHE,友讯达,300514
1895,300515.XSHE,三德科技,300515
1896,300516.XSHE,久之洋,300516
1897,300517.XSHE,海波重科,300517
1898,300518.XSHE,盛讯达,300518
1899,300519.XSHE,新光药业,300519
1900,300520.XSHE,科大国创,300520
1901,300521.XSHE,爱司凯,300521
1902,300522.XSHE,世名科技,300522
1903,300523.XSHE,辰安科技,300523
1904,300525.XSHE,博思软件,300525
1905,300526.XSHE,中潜股份,300526
1906,300527.XSHE,中国应急,300527
1907,300528.XSHE,幸福蓝海,300528
1908,300529.XSHE,健帆生物,300529
1909,300530.XSHE,达志科技,300530
1910,300531.XSHE,优博讯,300531
1911,300532.XSHE,今天国际,300532
1912,300533.XSHE,冰川网络,300533
1913,300534.XSHE,陇神戎发,300534
1914,300535.XSHE,达威股份,300535
1915,300536.XSHE,农尚环境,300536
1916,300537.XSHE,广信材料,300537
1917,300538.XSHE,同益股份,300538
1918,300539.XSHE,横河模具,300539
1919,300540.XSHE,深冷股份,300540
1920,300541.XSHE,先进数通,300541
1921,300542.XSHE,新晨科技,300542
1922,300543.XSHE,朗科智能,300543
1923,300545.XSHE,联得装备,300545
1924,300546.XSHE,雄帝科技,300546
1925,300547.XSHE,川环科技,300547
1926,300548.XSHE,博创科技,300548
1927,300549.XSHE,优德精密,300549
1928,300550.XSHE,和仁科技,300550
1929,300551.XSHE,古鳌科技,300551
1930,300552.XSHE,万集科技,300552
1931,300553.XSHE,集智股份,300553
1932,300554.XSHE,三超新材,300554
1933,300555.XSHE,路通视信,300555
1934,300556.XSHE,丝路视觉,300556
1935,300557.XSHE,理工光科,300557
1936,300558.XSHE,贝达药业,300558
1937,300559.XSHE,佳发教育,300559
1938,300560.XSHE,中富通,300560
1939,300561.XSHE,汇金科技,300561
1940,300562.XSHE,乐心医疗,300562
1941,300563.XSHE,神宇股份,300563
1942,300565.XSHE,科信技术,300565
1943,300566.XSHE,激智科技,300566
1944,300567.XSHE,精测电子,300567
1945,300568.XSHE,星源材质,300568
1946,300569.XSHE,天能重工,300569
1947,300570.XSHE,太辰光,300570
1948,300571.XSHE,平治信息,300571
1949,300572.XSHE,安车检测,300572
1950,300573.XSHE,兴齐眼药,300573
1951,300575.XSHE,中旗股份,300575
1952,300576.XSHE,容大感光,300576
1953,300577.XSHE,开润股份,300577
1954,300578.XSHE,会畅通讯,300578
1955,300579.XSHE,数字认证,300579
1956,300580.XSHE,贝斯特,300580
1957,300581.XSHE,晨曦航空,300581
1958,300582.XSHE,英飞特,300582
1959,300583.XSHE,赛托生物,300583
1960,300584.XSHE,海辰药业,300584
1961,300585.XSHE,奥联电子,300585
1962,300586.XSHE,美联新材,300586
1963,300587.XSHE,天铁股份,300587
1964,300588.XSHE,熙菱信息,300588
1965,300589.XSHE,江龙船艇,300589
1966,300590.XSHE,移为通信,300590
1967,300591.XSHE,万里马,300591
1968,300592.XSHE,华凯创意,300592
1969,300593.XSHE,新雷能,300593
1970,300595.XSHE,欧普康视,300595
1971,300596.XSHE,利安隆,300596
1972,300597.XSHE,吉大通信,300597
1973,300598.XSHE,诚迈科技,300598
1974,300599.XSHE,雄塑科技,300599
1975,300600.XSHE,瑞特股份,300600
1976,300601.XSHE,康泰生物,300601
1977,300602.XSHE,飞荣达,300602
1978,300603.XSHE,立昂技术,300603
1979,300604.XSHE,长川科技,300604
1980,300605.XSHE,恒锋信息,300605
1981,300606.XSHE,金太阳,300606
1982,300607.XSHE,拓斯达,300607
1983,300608.XSHE,思特奇,300608
1984,300609.XSHE,汇纳科技,300609
1985,300610.XSHE,晨化股份,300610
1986,300611.XSHE,美力科技,300611
1987,300612.XSHE,宣亚国际,300612
1988,300613.XSHE,富瀚微,300613
1989,300615.XSHE,欣天科技,300615
1990,300616.XSHE,尚品宅配,300616
1991,300617.XSHE,安靠智电,300617
1992,300618.XSHE,寒锐钴业,300618
1993,300619.XSHE,金银河,300619
1994,300620.XSHE,光库科技,300620
1995,300621.XSHE,维业股份,300621
1996,300622.XSHE,博士眼镜,300622
1997,300623.XSHE,捷捷微电,300623
1998,300624.XSHE,万兴科技,300624
1999,300625.XSHE,三雄极光,300625
2000,300626.XSHE,华瑞股份,300626
2001,300627.XSHE,华测导航,300627
2002,300628.XSHE,亿联网络,300628
2003,300629.XSHE,新劲刚,300629
2004,300630.XSHE,普利制药,300630
2005,300631.XSHE,久吾高科,300631
2006,300632.XSHE,光莆股份,300632
2007,300633.XSHE,开立医疗,300633
2008,300634.XSHE,彩讯股份,300634
2009,300635.XSHE,达安股份,300635
2010,300636.XSHE,同和药业,300636
2011,300637.XSHE,扬帆新材,300637
2012,300638.XSHE,广和通,300638
2013,300639.XSHE,凯普生物,300639
2014,300640.XSHE,德艺文创,300640
2015,300641.XSHE,正丹股份,300641
2016,300642.XSHE,透景生命,300642
2017,300643.XSHE,万通智控,300643
2018,300644.XSHE,南京聚隆,300644
2019,300645.XSHE,正元智慧,300645
2020,300647.XSHE,超频三,300647
2021,300648.XSHE,星云股份,300648
2022,300649.XSHE,杭州园林,300649
2023,300650.XSHE,太龙照明,300650
2024,300651.XSHE,金陵体育,300651
2025,300652.XSHE,雷迪克,300652
2026,300653.XSHE,正海生物,300653
2027,300654.XSHE,世纪天鸿,300654
2028,300655.XSHE,晶瑞股份,300655
2029,300656.XSHE,民德电子,300656
2030,300657.XSHE,弘信电子,300657
2031,300658.XSHE,延江股份,300658
2032,300659.XSHE,中孚信息,300659
2033,300660.XSHE,江苏雷利,300660
2034,300661.XSHE,圣邦股份,300661
2035,300662.XSHE,科锐国际,300662
2036,300663.XSHE,科蓝软件,300663
2037,300664.XSHE,鹏鹞环保,300664
2038,300665.XSHE,飞鹿股份,300665
2039,300666.XSHE,江丰电子,300666
2040,300667.XSHE,必创科技,300667
2041,300668.XSHE,杰恩设计,300668
2042,300669.XSHE,沪宁股份,300669
2043,300670.XSHE,大烨智能,300670
2044,300671.XSHE,富满电子,300671
2045,300672.XSHE,国科微,300672
2046,300673.XSHE,佩蒂股份,300673
2047,300674.XSHE,宇信科技,300674
2048,300675.XSHE,建科院,300675
2049,300676.XSHE,华大基因,300676
2050,300677.XSHE,英科医疗,300677
2051,300678.XSHE,中科信息,300678
2052,300679.XSHE,电连技术,300679
2053,300680.XSHE,隆盛科技,300680
2054,300681.XSHE,英搏尔,300681
2055,300682.XSHE,朗新科技,300682
2056,300683.XSHE,海特生物,300683
2057,300684.XSHE,中石科技,300684
2058,300685.XSHE,艾德生物,300685
2059,300686.XSHE,智动力,300686
2060,300687.XSHE,赛意信息,300687
2061,300688.XSHE,创业黑马,300688
2062,300689.XSHE,澄天伟业,300689
2063,300690.XSHE,双一科技,300690
2064,300691.XSHE,联合光电,300691
2065,300692.XSHE,中环环保,300692
2066,300693.XSHE,盛弘股份,300693
2067,300694.XSHE,蠡湖股份,300694
2068,300695.XSHE,兆丰股份,300695
2069,300696.XSHE,爱乐达,300696
2070,300697.XSHE,电工合金,300697
2071,300698.XSHE,万马科技,300698
2072,300699.XSHE,光威复材,300699
2073,300700.XSHE,岱勒新材,300700
2074,300701.XSHE,森霸传感,300701
2075,300702.XSHE,天宇股份,300702
2076,300703.XSHE,创源文化,300703
2077,300705.XSHE,九典制药,300705
2078,300706.XSHE,阿石创,300706
2079,300707.XSHE,威唐工业,300707
2080,300708.XSHE,聚灿光电,300708
2081,300709.XSHE,精研科技,300709
2082,300710.XSHE,万隆光电,300710
2083,300711.XSHE,广哈通信,300711
2084,300712.XSHE,永福股份,300712
2085,300713.XSHE,英可瑞,300713
2086,300715.XSHE,凯伦股份,300715
2087,300716.XSHE,国立科技,300716
2088,300717.XSHE,华信新材,300717
2089,300718.XSHE,长盛轴承,300718
2090,300719.XSHE,安达维尔,300719
2091,300720.XSHE,海川智能,300720
2092,300721.XSHE,怡达股份,300721
2093,300722.XSHE,新余国科,300722
2094,300723.XSHE,一品红,300723
2095,300724.XSHE,捷佳伟创,300724
2096,300725.XSHE,药石科技,300725
2097,300726.XSHE,宏达电子,300726
2098,300727.XSHE,润禾材料,300727
2099,300729.XSHE,乐歌股份,300729
2100,300730.XSHE,科创信息,300730
2101,300731.XSHE,科创新源,300731
2102,300732.XSHE,设研院,300732
2103,300733.XSHE,西菱动力,300733
2104,300735.XSHE,光弘科技,300735
2105,300736.XSHE,百邦科技,300736
2106,300737.XSHE,科顺股份,300737
2107,300738.XSHE,奥飞数据,300738
2108,300739.XSHE,明阳电路,300739
2109,300740.XSHE,御家汇,300740
2110,300741.XSHE,华宝股份,300741
2111,300742.XSHE,越博动力,300742
2112,300743.XSHE,天地数码,300743
2113,300745.XSHE,欣锐科技,300745
2114,300746.XSHE,汉嘉设计,300746
2115,300747.XSHE,锐科激光,300747
2116,300748.XSHE,金力永磁,300748
2117,300749.XSHE,顶固集创,300749
2118,300750.XSHE,宁德时代,300750
2119,300751.XSHE,迈为股份,300751
2120,300752.XSHE,隆利科技,300752
2121,300753.XSHE,爱朋医疗,300753
2122,300756.XSHE,中山金马,300756
2123,300760.XSHE,迈瑞医疗,300760
2124,600000.XSHG,浦发银行,600000
2125,600004.XSHG,白云机场,600004
2126,600006.XSHG,东风汽车,600006
2127,600007.XSHG,中国国贸,600007
2128,600008.XSHG,首创股份,600008
2129,600009.XSHG,上海机场,600009
2130,600010.XSHG,包钢股份,600010
2131,600011.XSHG,华能国际,600011
2132,600012.XSHG,皖通高速,600012
2133,600015.XSHG,华夏银行,600015
2134,600016.XSHG,民生银行,600016
2135,600017.XSHG,日照港,600017
2136,600018.XSHG,上港集团,600018
2137,600019.XSHG,宝钢股份,600019
2138,600020.XSHG,中原高速,600020
2139,600021.XSHG,上海电力,600021
2140,600022.XSHG,山东钢铁,600022
2141,600023.XSHG,浙能电力,600023
2142,600025.XSHG,华能水电,600025
2143,600026.XSHG,中远海能,600026
2144,600027.XSHG,华电国际,600027
2145,600028.XSHG,中国石化,600028
2146,600029.XSHG,南方航空,600029
2147,600030.XSHG,中信证券,600030
2148,600031.XSHG,三一重工,600031
2149,600033.XSHG,福建高速,600033
2150,600035.XSHG,楚天高速,600035
2151,600036.XSHG,招商银行,600036
2152,600037.XSHG,歌华有线,600037
2153,600038.XSHG,中直股份,600038
2154,600039.XSHG,四川路桥,600039
2155,600048.XSHG,保利地产,600048
2156,600050.XSHG,中国联通,600050
2157,600051.XSHG,宁波联合,600051
