,code,name,c_name
0,600482,中国动力,锂电池
1,600482,中国动力,军工航天
2,600482,中国动力,雄安新区
3,600482,中国动力,重组概念
4,600482,中国动力,太阳能
5,600482,中国动力,京津冀
6,600482,中国动力,军民融合
7,600482,中国动力,涉矿概念
8,600482,中国动力,新能源
9,600787,中储股份,资产注入
10,600787,中储股份,整体上市
11,600787,中储股份,金融改革
12,600787,中储股份,融资融券
13,600787,中储股份,雄安新区
14,600787,中储股份,参股金融
15,600787,中储股份,京津冀
16,600787,中储股份,券商重仓
17,600787,中储股份,铁路基建
18,600787,中储股份,金融参股
19,600787,中储股份,物联网
20,002699,美盛文化,本月解禁
21,002699,美盛文化,网络游戏
22,002699,美盛文化,参股金融
23,002699,美盛文化,婴童概念
24,002699,美盛文化,农村金融
25,002699,美盛文化,IP变现
26,002155,湖南黄金,融资融券
27,002155,湖南黄金,社保重仓
28,002155,湖南黄金,黄金概念
29,002155,湖南黄金,长株潭
30,002155,湖南黄金,业绩预降
31,300154,瑞凌股份,机器人概念
32,300154,瑞凌股份,智能机器
33,300142,沃森生物,生物疫苗
34,300142,沃森生物,新三板
35,300142,沃森生物,股权激励
36,300142,沃森生物,婴童概念
37,002265,西仪股份,军工航天
38,002265,西仪股份,重组概念
39,002265,西仪股份,准ST股
40,000158,常山北明,参股金融
41,000158,常山北明,金融参股
42,000158,常山北明,创投概念
43,600745,闻泰科技,重组概念
44,600745,闻泰科技,养老概念
45,600745,闻泰科技,涉矿概念
46,300065,海兰信,军工航天
47,300065,海兰信,海工装备
48,300065,海兰信,军民融合
49,300236,上海新阳,股权激励
50,300236,上海新阳,智能穿戴
51,300291,华录百纳,体育概念
52,000893,东凌国际,粤港澳
53,000893,东凌国际,准ST股
54,000893,东凌国际,股权激励
55,000893,东凌国际,业绩预升
56,603936,博敏电子,军民融合
57,002618,丹邦科技,智能穿戴
58,600547,山东黄金,资产注入
59,600547,山东黄金,融资融券
60,600547,山东黄金,社保重仓
61,600547,山东黄金,黄金概念
62,600547,山东黄金,超大盘
63,600547,山东黄金,基金重仓
64,600547,山东黄金,保险重仓
65,000826,启迪桑德,O2O模式
66,000826,启迪桑德,固废处理
67,000826,启迪桑德,融资融券
68,000826,启迪桑德,新零售
69,000826,启迪桑德,节能环保
70,000826,启迪桑德,基金重仓
71,000826,启迪桑德,低碳经济
72,000826,启迪桑德,污水处理
73,000826,启迪桑德,循环经济
74,000826,启迪桑德,股权激励
75,000826,启迪桑德,金融参股
76,300542,新晨科技,次新股
77,300542,新晨科技,军工航天
78,300265,通光线缆,本月解禁
79,300265,通光线缆,军工航天
80,300265,通光线缆,军民融合
81,002565,顺灏股份,业绩预升
82,000677,恒天海龙,黄河三角
83,000677,恒天海龙,摘帽概念
84,603861,白云电器,次新股
85,002081,金 螳 螂,O2O模式
86,002081,金 螳 螂,融资融券
87,002081,金 螳 螂,沿海发展
88,002081,金 螳 螂,新零售
89,002081,金 螳 螂,社保重仓
90,002081,金 螳 螂,装饰园林
91,002081,金 螳 螂,基金重仓
92,002081,金 螳 螂,股权激励
93,002081,金 螳 螂,体育概念
94,000982,*ST 中绒,信托重仓
95,000982,*ST 中绒,陕甘宁
96,000982,*ST 中绒,丝绸之路
97,300500,启迪设计,次新股
98,300260,新莱应材,食品安全
99,300260,新莱应材,业绩预降
100,000766,通化金马,生物疫苗
101,000766,通化金马,参股金融
102,000766,通化金马,抗癌
103,000766,通化金马,图们江
104,603602,纵横通信,5G概念
105,300189,神农基因,生态农业
106,300189,神农基因,生物育种
107,300566,激智科技,次新股
108,600476,湘邮科技,阿里概念
109,600476,湘邮科技,金融参股
110,600476,湘邮科技,国产软件
111,600476,湘邮科技,智能交通
112,600476,湘邮科技,长株潭
113,300174,元力股份,海峡西岸
114,300174,元力股份,业绩预降
115,000100,TCL 集团,O2O模式
116,000100,TCL 集团,融资融券
117,000100,TCL 集团,新零售
118,000100,TCL 集团,参股金融
119,000100,TCL 集团,新三板
120,000100,TCL 集团,节能环保
121,000100,TCL 集团,循环经济
122,000100,TCL 集团,股权激励
123,000100,TCL 集团,业绩预升
124,000100,TCL 集团,涉矿概念
125,002337,赛象科技,股权激励
126,002337,赛象科技,业绩预升
127,600489,中金黄金,融资融券
128,600489,中金黄金,黄金概念
129,600489,中金黄金,央企50
130,600489,中金黄金,保险重仓
131,002707,众信旅游,重组概念
132,002707,众信旅游,新三板
133,002445,中南文化,QFII重仓
134,002445,中南文化,海工装备
135,603555,贵人鸟,体育概念
136,603577,汇金通,次新股
137,000810,创维数字,券商重仓
138,000810,创维数字,成渝特区
139,300570,太辰光,次新股
140,300267,尔康制药,O2O模式
141,300267,尔康制药,新零售
142,300267,尔康制药,长株潭
143,300267,尔康制药,维生素
144,600203,福日电子,绿色照明
145,600203,福日电子,三网融合
146,600203,福日电子,智能穿戴
147,600203,福日电子,海峡西岸
148,002303,美盈森,军工航天
149,002303,美盈森,军民融合
150,002303,美盈森,业绩预升
151,002303,美盈森,物联网
152,601718,际华集团,军工航天
153,601718,际华集团,参股金融
154,601718,际华集团,体育概念
155,600572,康恩贝,资产注入
156,600572,康恩贝,金融改革
157,600572,康恩贝,分拆上市
158,600572,康恩贝,生物疫苗
159,600572,康恩贝,抗癌
160,600572,康恩贝,甲型流感
161,600572,康恩贝,业绩预升
162,600572,康恩贝,免疫治疗
163,002189,利达光电,太阳能
164,002189,利达光电,业绩预降
