0,002104
1,000153
2,002637
3,002058
4,300043
5,603306
6,600409
7,600578
8,002835
9,000676
10,300205
11,600565
12,000933
13,300546
14,300314
15,002762
16,002276
17,002641
18,300140
19,601117
20,603630
21,600137
22,601000
23,603387
24,002177
25,002665
26,002247
27,600730
28,600285
29,601992
30,600737
31,600131
32,600657
33,002403
34,002031
35,002251
36,603880
37,603027
38,300442
39,603110
40,000852
41,002299
42,601808
43,300041
44,002495
45,000590
46,600693
47,000035
48,300155
49,601601
50,600778
51,600029
52,600182
53,000002
54,600395
55,601872
56,603488
57,300643
58,000737
59,002129
60,300335
61,000920
62,000792
63,000501
64,002478
65,300737
66,300118
67,300142
68,300701
69,603222
70,300713
71,600067
72,002420
73,300129
74,002137
75,002146
76,300441
77,600665
78,601005
79,002912
80,002458
81,002173
82,300262
83,000726
84,300248
85,000987
86,300422
87,001965
88,600768
89,002087
90,603906
91,300558
92,603076
93,600449
94,000752
95,002839
96,300619
97,000031
98,603187
99,002638
100,001979
101,601998
102,600784
103,600360
104,600193
105,600527
106,600721
107,600243
108,600717
109,600836
110,600127
111,600016
112,300396
113,601138
114,603356
115,002243
116,600791
117,600727
118,300494
119,300010
120,002305
121,002539
122,000157
123,300506
124,603393
125,000883
126,002515
127,603527
128,002215
129,000905
130,000999
131,603520
132,600256
133,000599
134,600098
135,600509
136,600828
137,300433
138,002209
139,000059
140,600436
141,600802
142,002746
143,000538
144,002022
145,603378
146,000959
147,002348
148,002887
149,601866
150,603813
151,002353
152,603123
153,000813
154,002521
155,600033
156,600266
157,600748
158,603096
159,000911
160,603060
161,601636
162,002565
163,002881
164,603633
165,600235
166,600027
167,600750
168,603330
169,002791
170,300083
171,600731
172,002438
173,603315
174,000068
175,600639
176,000810
177,603021
178,600107
179,300630
180,002922
181,002053
182,603879
183,603583
184,300628
185,300045
186,002760
187,601288
188,600716
189,300680
190,601789
191,000671
192,002591
193,002913
194,002879
195,002653
196,002136
197,002492
198,600642
199,002824
200,600903
201,603059
202,002398
203,600063
204,600376
205,002452
206,603689
207,603668
208,600986
209,603323
210,300575
211,002036
212,600466
213,600648
214,600835
215,002150
216,600312
217,603808
218,603569
219,002271
220,002360
221,603041
222,300434
223,002084
224,000523
225,603713
226,603887
227,002235
228,601336
229,600064
230,002869
231,002080
232,300192
233,600015
234,300321
235,300268
236,600767
237,002807
238,600371
239,600048
240,300697
241,603966
242,600539
243,002619
244,300652
245,300415
246,002919
247,600798
248,002423
249,600512
250,000069
251,300042
252,603466
253,300552
254,300283
255,002755
256,002011
257,300141
258,600755
259,600000
260,600332
261,600939
262,000009
263,601199
264,600202
265,600325
266,300598
267,000537
268,600176
269,000921
270,300521
271,002616
272,601628
273,300009
274,300655
275,002332
276,002141
277,002611
278,300382
279,600039
280,600478
281,600469
282,603320
283,300001
284,002395
285,002498
286,000531
287,600827
288,000421
289,002871
290,300163
291,603229
292,002886
293,002931
294,002909
295,000918
296,600119
297,002501
298,002890
299,601218
300,600708
301,600321
302,002846
303,000408
304,601339
305,603269
306,002098
307,000923
308,603698
309,300297
310,000563
311,002016
312,002612
313,600249
314,000027
315,000736
316,600666
317,000036
318,603656
319,300670
320,601158
321,000722
322,002700
323,600350
324,603113
325,600399
326,601666
327,000507
328,300642
329,603233
330,600129
331,002843
332,600735
333,300209
334,600572
335,002318
336,300030
337,603578
338,002181
339,002030
340,002380
341,000826
342,600326
343,000609
344,002936
345,002930
346,300633
347,600239
348,000581
349,002607
350,300363
351,600240
352,002902
353,600336
354,000513
355,300311
356,600288
357,300449
358,000789
359,000848
360,300179
361,600211
362,600340
363,300385
364,600652
365,603156
366,300662
367,000517
368,000926
369,603117
370,300013
371,600694
372,300239
373,000593
374,002928
375,000401
376,600801
377,603331
378,600526
379,600499
380,601028
381,601818
382,002254
383,002560
384,000880
385,002566
386,000601
387,000890
388,002743
389,601918
390,002712
391,000425
392,002499
393,600025
394,601318
395,000672
396,600455
397,300555
398,603139
399,002770
400,600310
401,603970
402,603208
403,000338
404,603029
405,300482
406,002825
407,600167
408,601169
409,600208
410,603030
411,002234
412,600845
413,601919
414,000785
415,600546
416,002267
417,300341
418,300019
419,000919
420,300032
421,000678
422,600261
423,002123
424,000718
425,300136
426,300173
427,002443
428,600177
429,600403
430,300182
431,601908
432,000819
433,600583
434,000533
435,300007
436,603580
437,002918
438,000573
439,603268
440,300080
441,000419
442,002512
443,002092
444,000565
445,002899
446,002810
447,601177
448,600533
449,603227
450,000739
451,600292
452,300286
453,000402
454,002861
455,603339
456,300117
457,002325
458,601886
459,603516
460,000656
461,002263
462,603822
463,601233
464,300715
465,600035
466,002728
467,300502
468,601228
469,603535
470,002721
471,300078
472,600075
473,601988
474,600606
475,002649
476,002659
477,002865
478,603359
479,603500
480,300160
481,002514
482,002182
483,600809
484,002811
485,601238
486,002293
487,000961
488,000400
489,000625
490,002162
491,600987
492,002672
493,002718
494,600269
495,601326
496,600355
497,601577
498,300723
499,300298
500,000691
501,601328
502,601566
503,600299
504,600704
505,600322
506,603360
507,600408
508,601208
509,002102
510,002490
511,300175
512,600690
513,600383
514,000415
515,600428
