,code,name,c_name
156,600063,皖维高新,化纤行业
157,600376,首开股份,房地产
158,002452,长高集团,电器行业
159,600986,科达股份,建筑建材
160,002036,联创电子,服装鞋类
161,600466,蓝光发展,生物制药
162,600648,外高桥,开发区
163,600835,上海机电,交通运输
164,002150,通润装备,机械行业
165,600312,平高电气,发电设备
166,603808,歌力思,服装鞋类
167,002271,东方雨虹,建筑建材
168,002360,同德化工,化工行业
169,300434,金石东方,机械行业
170,002084,海鸥卫浴,家具行业
171,000523,广州浪奇,化工行业
172,002235,安妮股份,造纸行业
173,601336,新华保险,金融行业
174,600064,南京高科,开发区
175,002080,中材科技,化纤行业
176,300192,科斯伍德,化工行业
177,600015,华夏银行,金融行业
178,300321,同大股份,塑料制品
179,300268,佳沃股份,农林牧渔
180,600767,*ST运盛,房地产
181,600371,万向德农,农林牧渔
182,600048,保利地产,房地产
183,600539,狮头股份,水泥行业
184,002619,艾格拉斯,水泥行业
185,300415,伊之密,机械行业
186,002919,名臣健康,次新股
187,600798,宁波海运,交通运输
188,002423,中原特钢,钢铁行业
189,600512,腾达建设,建筑建材
190,000069,华侨城Ａ,酒店旅游
191,300042,朗科科技,电子信息
192,300283,温州宏丰,电器行业
193,002755,东方新星,其它行业
194,002011,盾安环境,机械行业
195,300141,和顺电气,发电设备
196,600755,厦门国贸,物资外贸
197,600000,浦发银行,金融行业
198,600332,白云山,生物制药
199,000009,中国宝安,房地产
200,601199,江南水务,供水供气
201,600202,哈空调,电器行业
202,600325,华发股份,房地产
203,000537,广宇发展,房地产
204,600176,中国巨石,玻璃行业
205,000921,海信科龙,家电行业
206,002616,长青集团,环保行业
207,601628,中国人寿,金融行业
208,300009,安科生物,生物制药
209,002332,仙琚制药,生物制药
210,002141,贤丰控股,电子器件
211,002611,东方精工,机械行业
212,300382,斯莱克,机械行业
213,600039,四川路桥,建筑建材
214,600478,科力远,电子器件
215,600469,风神股份,汽车制造
216,300001,特锐德,发电设备
217,002395,双象股份,化工行业
218,002498,汉缆股份,发电设备
219,000531,穗恒运Ａ,电力行业
220,600827,百联股份,商业百货
221,000421,南京公用,交通运输
222,300163,先锋新材,建筑建材
223,000918,嘉凯城,房地产
224,600119,长江投资,交通运输
225,002501,利源精制,有色金属
226,601218,吉鑫科技,机械行业
227,600708,光明地产,交通运输
228,600321,正源股份,建筑建材
229,000408,藏格控股,商业百货
230,601339,百隆东方,纺织行业
231,002098,浔兴股份,服装鞋类
232,000923,河北宣工,机械行业
233,603698,航天工程,机械行业
234,300297,蓝盾股份,电子信息
235,000563,陕国投Ａ,金融行业
236,002016,世荣兆业,房地产
237,002612,朗姿股份,服装鞋类
238,600249,两面针,化工行业
239,000027,深圳能源,电力行业
240,000736,中交地产,房地产
241,600666,奥瑞德,生物制药
242,000036,华联控股,房地产
243,601158,重庆水务,供水供气
244,000722,湖南发展,电力行业
245,002700,新疆浩源,供水供气
246,600350,山东高速,公路桥梁
247,600399,抚顺特钢,钢铁行业
248,601666,平煤股份,煤炭行业
249,000507,珠海港,交通运输
250,600129,太极集团,生物制药
251,600735,新华锦,纺织行业
252,300209,天泽信息,电子信息
253,600572,康恩贝,生物制药
254,002318,久立特材,钢铁行业
255,300030,阳普医疗,医疗器械
256,002181,粤 传 媒,传媒娱乐
257,002030,达安基因,生物制药
258,002380,科远股份,电器行业
259,000826,启迪桑德,环保行业
260,600326,西藏天路,建筑建材
261,000609,绵石投资,房地产
262,600239,云南城投,房地产
263,000581,威孚高科,汽车制造
264,002607,亚夏汽车,汽车制造
265,300363,博腾股份,生物制药
266,600240,华业资本,房地产
267,600336,澳柯玛,家电行业
268,000513,丽珠集团,生物制药
269,300311,任子行,电子信息
270,600288,大恒科技,电子信息
271,300449,汉邦高科,电子信息
272,000789,万年青,水泥行业
273,000848,承德露露,食品行业
274,300179,四方达,其它行业
275,600211,西藏药业,生物制药
276,600340,华夏幸福,房地产
277,300385,雪浪环境,机械行业
278,600652,游久游戏,煤炭行业
279,000517,荣安地产,房地产
280,000926,福星股份,房地产
281,300013,新宁物流,交通运输
282,600694,大商股份,商业百货
283,300239,东宝生物,生物制药
284,000593,大通燃气,供水供气
285,000401,冀东水泥,水泥行业
286,600801,华新水泥,水泥行业
287,600526,菲达环保,机械行业
288,600499,科达洁能,机械行业
289,601028,玉龙股份,钢铁行业
290,601818,光大银行,金融行业
291,002254,泰和新材,化纤行业
292,002560,通达股份,发电设备
293,000880,潍柴重机,机械行业
294,002566,益盛药业,生物制药
295,000601,韶能股份,电力行业
296,000890,法 尔 胜,钢铁行业
297,002743,富煌钢构,钢铁行业
298,601918,新集能源,煤炭行业
299,002712,思美传媒,传媒娱乐
300,000425,徐工机械,机械行业
301,002499,科林环保,机械行业
302,600025,华能水电,次新股
303,601318,中国平安,金融行业
304,000672,上峰水泥,水泥行业
305,600455,博通股份,电子信息
306,600310,桂东电力,电力行业
307,603970,中农立华,次新股
308,000338,潍柴动力,汽车制造
309,600167,联美控股,供水供气
310,601169,北京银行,金融行业
311,600208,新湖中宝,房地产
312,603030,全筑股份,建筑建材
313,002234,民和股份,农林牧渔
314,600845,宝信软件,电子信息
315,601919,中远海控,交通运输
316,000785,武汉中商,商业百货
317,600546,山煤国际,煤炭行业
318,002267,陕天然气,供水供气
319,300341,麦迪电气,发电设备
320,300019,硅宝科技,化工行业
321,000919,金陵药业,生物制药
322,300032,金龙机电,电子器件
323,000678,襄阳轴承,机械行业
324,600261,阳光照明,家电行业
325,002123,梦网集团,发电设备
326,000718,苏宁环球,房地产
327,300136,信维通信,电子信息
328,300173,智慧松德,机械行业
329,002443,金洲管道,钢铁行业
330,600177,雅戈尔,服装鞋类
331,600403,*ST大有,煤炭行业
332,300182,捷成股份,电子信息
333,601908,京运通,电子器件
334,000819,岳阳兴长,石油行业
335,600583,海油工程,石油行业
336,000533,万 家 乐,家电行业
337,300007,汉威科技,仪器仪表
338,002918,蒙娜丽莎,次新股
339,000573,粤宏远Ａ,房地产
340,603268,松发股份,陶瓷行业
341,300080,易成新能,建筑建材
342,000419,通程控股,商业百货
343,002512,达华智能,电子器件
344,002092,中泰化学,化工行业
345,000565,渝三峡Ａ,化工行业
346,601177,杭齿前进,机械行业
347,600533,栖霞建设,房地产
348,603227,雪峰科技,其它行业
349,000739,普洛药业,生物制药
350,600292,远达环保,环保行业
351,300286,安科瑞,仪器仪表
352,000402,金 融 街,房地产
353,300117,嘉寓股份,建筑建材
354,002325,洪涛股份,建筑建材
355,601886,江河集团,建筑建材
356,000656,金科股份,房地产
357,002263,大 东 南,塑料制品
358,601233,桐昆股份,化纤行业
359,600035,楚天高速,公路桥梁
360,002728,特一药业,生物制药
361,300078,思创医惠,电子器件
362,600075,新疆天业,化工行业
363,601988,中国银行,金融行业
364,600606,绿地控股,房地产
365,002649,博彦科技,电子信息
366,002659,中泰桥梁,建筑建材
367,300160,秀强股份,玻璃行业
368,002514,宝馨科技,机械行业
369,002182,云海金属,有色金属
370,600809,山西汾酒,酿酒行业
371,601238,广汽集团,汽车制造
372,002293,罗莱生活,服装鞋类
373,000961,中南建设,建筑建材
374,000400,许继电气,发电设备
375,000625,长安汽车,汽车制造
376,002162,悦心健康,陶瓷行业
377,600987,航民股份,纺织行业
378,002672,东江环保,环保行业
379,002718,友邦吊顶,家具行业
380,600269,赣粤高速,公路桥梁
381,600355,精伦电子,电子器件
382,300723,一品红,次新股
383,300298,三诺生物,医疗器械
384,000691,亚太实业,房地产
385,601328,交通银行,金融行业
386,601566,九牧王,服装鞋类
387,600299,安迪苏,化工行业
388,600704,物产中大,物资外贸
389,600322,天房发展,房地产
390,600408,安泰集团,煤炭行业
391,601208,东材科技,化工行业
392,002102,冠福股份,陶瓷行业
393,002490,*ST墨龙,机械行业
394,300175,朗源股份,食品行业
395,600690,青岛海尔,家电行业
396,600383,金地集团,房地产
397,000415,渤海金控,金融行业
398,600428,中远海特,交通运输
