0,603026
1,603043
2,002002
3,603033
4,002353
5,600702
6,002478
7,600677
8,000157
9,600855
10,603233
11,600256
12,000723
13,600529
14,300146
15,002091
16,300068
17,603709
18,002011
19,600596
20,600689
21,603886
22,600673
23,002216
24,300653
25,000858
26,000036
27,603659
28,002756
29,002563
30,002271
31,002594
32,600600
33,603060
34,601318
35,000011
36,000703
37,603027
38,600519
39,600277
40,000528
41,603156
42,600346
43,600789
44,002705
45,000963
46,600763
47,600115
48,600048
49,600185
50,603589
51,600426
52,000860
53,600352
54,002713
55,002507
56,000568
57,600305
58,000789
59,002938
60,000423
61,002419
62,603899
63,603338
64,603198
65,002274
66,603377
67,000597
68,600167
69,002677
70,603976
71,603180
72,600782
73,300630
74,600258
75,300091
76,002258
77,600197
78,002372
