0,300092
1,002369
2,000982
3,603698
4,000020
5,002503
6,300142
7,603067
8,000547
9,600747
10,000677
11,600203
12,002564
13,300007
14,002582
15,300189
16,300171
17,000021
18,002445
19,300131
20,603818
21,000005
22,300260
23,300645
24,002565
25,600146
26,300301
27,300570
28,600501
29,002106
30,600201
31,600476
32,000837
33,300126
34,600038
35,600992
36,002707
37,300566
38,300382
39,300699
40,002018
41,601226
42,600787
43,000918
44,603516
45,002155
46,300154
47,600664
48,600206
49,600289
50,002194
51,600778
52,300221
53,002513
54,600461
55,600990
56,603136
57,601515
58,300702
59,000826
60,300201
61,002520
62,000893
63,002303
64,300174
65,603733
66,600590
67,000045
68,000766
69,300723
70,600638
71,601718
72,600212
73,300414
74,603238
75,601326
76,000625
77,300470
78,600939
79,300712
80,002464
81,300329
82,600857
83,002569
84,600701
85,300451
86,603879
87,300265
88,600745
89,603963
90,000810
91,002351
92,002135
93,000156
94,002618
95,600728
96,600734
97,603861
98,600850
99,300263
100,002246
101,600149
102,603569
103,603598
104,603668
105,603602
106,002337
107,600222
108,000100
109,002118
110,002189
111,300065
112,000519
