,code,name,c_name
0,300092,科新机电,核电核能
1,300092,科新机电,军工航天
2,300092,科新机电,成渝特区
3,002369,卓翼科技,4G概念
4,002369,卓翼科技,5G概念
5,000982,*ST 中绒,信托重仓
6,000982,*ST 中绒,陕甘宁
7,000982,*ST 中绒,丝绸之路
8,000020,深华发Ａ,前海概念
9,000020,深华发Ａ,含B股
10,000020,深华发Ａ,粤港澳
11,000020,深华发Ａ,业绩预降
12,000020,深华发Ａ,深圳本地
13,002503,搜于特,O2O模式
14,002503,搜于特,新零售
15,300142,沃森生物,生物疫苗
16,300142,沃森生物,新三板
17,300142,沃森生物,股权激励
18,300142,沃森生物,婴童概念
19,603067,振华股份,次新股
20,000547,航天发展,军工航天
21,000547,航天发展,军民融合
22,000547,航天发展,金融参股
23,000547,航天发展,涉矿概念
24,000547,航天发展,海峡西岸
25,600747,*ST大控,融资融券
26,600747,*ST大控,参股金融
27,600747,*ST大控,金融参股
28,600747,*ST大控,涉矿概念
29,600747,*ST大控,创投概念
30,600747,*ST大控,振兴沈阳
31,000677,恒天海龙,黄河三角
32,000677,恒天海龙,摘帽概念
33,600203,福日电子,绿色照明
34,600203,福日电子,三网融合
35,600203,福日电子,智能穿戴
36,600203,福日电子,海峡西岸
37,002564,天沃科技,核电核能
38,002564,天沃科技,军工航天
39,002564,天沃科技,军民融合
40,300007,汉威科技,空气治理
41,300007,汉威科技,节能环保
42,300007,汉威科技,污水处理
43,300007,汉威科技,股权激励
44,300007,汉威科技,智能交通
45,300007,汉威科技,物联网
46,002582,好想你,参股金融
47,300189,神农基因,生态农业
48,300189,神农基因,生物育种
49,300171,东富龙,新三板
50,300171,东富龙,基因概念
51,000021,深科技,分拆上市
52,000021,深科技,融资融券
53,000021,深科技,参股金融
54,000021,深科技,智能电网
55,000021,深科技,云计算
56,000021,深科技,金融参股
57,000021,深科技,深圳本地
58,002445,中南文化,QFII重仓
59,002445,中南文化,海工装备
60,300131,英唐智控,O2O模式
61,300131,英唐智控,新零售
62,300131,英唐智控,重组概念
