,code,name,c_name
0,300291,华录百纳,传媒娱乐
1,002265,西仪股份,汽车制造
2,002549,凯美特气,环保行业
3,000893,东凌国际,食品行业
4,002324,普利特,塑料制品
5,300267,尔康制药,生物制药
6,002755,东方新星,其它行业
7,002081,金 螳 螂,建筑建材
8,300065,海兰信,电子信息
9,002177,御银股份,电子信息
10,300236,上海新阳,化工行业
11,300142,沃森生物,生物制药
12,002572,索菲亚,家具行业
13,600671,天目药业,生物制药
14,300468,四方精创,其它行业
15,600745,闻泰科技,房地产
16,300331,苏大维格,电子器件
17,300265,通光线缆,电器行业
18,002514,宝馨科技,机械行业
19,300189,神农基因,农林牧渔
20,002337,赛象科技,机械行业
21,000520,长航凤凰,交通运输
22,002565,顺灏股份,造纸行业
23,000910,大亚圣象,家具行业
24,000810,创维数字,电子器件
25,000766,通化金马,生物制药
26,002303,美盈森,造纸行业
27,300174,元力股份,化工行业
28,601558,*ST锐电,发电设备
