0,300563
1,002453
2,603939
3,000786
4,300015
5,300541
6,300290
7,002035
8,300118
9,300202
10,000537
11,002886
12,002701
13,600029
14,002549
15,600438
16,002032
17,002916
18,300079
19,002007
20,002769
21,000403
22,603813
23,600093
24,002463
25,603997
26,603958
27,300468
28,603909
29,603998
30,002857
31,300595
32,002851
33,600249
34,600585
35,600486
36,603301
37,300291
38,600563
39,600233
40,002227
41,300578
42,603288
43,300596
44,000927
45,300567
46,300579
47,600337
48,300331
49,002699
50,601318
51,000040
52,002352
53,300598
54,002324
55,600176
56,601966
57,600036
58,600319
59,601111
60,002601
61,000910
62,002631
63,603232
64,600833
65,002670
66,603877
67,002714
68,002468
69,002690
70,300540
71,002120
72,601808
73,600009
74,601288
75,600180
76,002723
77,000401
78,300205
79,300003
80,600887
81,300601
82,300542
83,601933
84,002818
85,002311
86,603188
87,603260
88,600519
89,002646
90,002177
91,600026
92,600309
93,600104
94,002447
95,600975
96,603709
97,603186
98,002738
99,000976
100,600779
101,603009
102,600809
103,600483
