0,300006
1,600876
2,002204
3,300497
4,000880
5,300451
6,002845
7,300702
8,002619
9,600728
10,603929
11,603936
12,600992
13,000501
14,600638
15,300201
16,603569
17,600428
18,000506
19,000620
20,002142
21,002775
22,600183
23,600984
24,603226
25,603169
26,601118
27,603977
28,000700
29,000519
30,300092
31,600701
32,000020
33,300154
34,002446
35,600416
36,000417
37,000504
38,600397
39,300238
40,300225
41,000975
42,000982
43,000918
44,300251
45,002018
46,002623
47,300214
48,603238
49,603336
50,002232
51,600292
52,002596
53,603903
54,002860
55,000837
56,600990
57,600037
58,600939
59,600605
60,000021
61,603888
62,600655
63,603985
64,600158
65,000850
66,603166
67,002306
68,002365
69,002941
70,601098
71,600814
72,002194
73,600213
74,002172
75,603809
76,000626
77,000561
78,300639
79,600101
80,603516
81,300723
82,300144
83,300221
84,002163
85,600190
86,002655
87,300581
88,300645
89,300562
90,600767
91,600098
92,600038
93,600462
94,600017
95,002545
96,002118
97,002260
98,000409
99,600505
100,600815
101,600476
102,002520
103,600025
104,603823
105,002781
106,600420
107,300250
108,000912
109,002259
110,000750
111,002293
112,002094
113,600787
114,600539
115,000628
116,603879
117,600151
118,600857
119,603067
120,000826
121,300589
122,600610
123,000532
124,300699
125,600006
126,300606
127,002102
128,600760
129,600206
130,002338
131,300130
132,002865
133,000790
134,002503
135,002788
136,601949
137,300559
138,600191
139,600475
140,000547
141,002733
142,603308
143,002578
144,603698
145,000915
146,603766
147,600734
148,002417
149,000677
150,300616
151,603017
152,603938
153,600874
154,002270
155,002686
156,300513
157,300080
158,002643
159,600790
160,000100
161,300470
162,002513
163,300329
164,603586
165,603663
166,002880
167,600201
168,603598
169,002013
170,300021
171,002615
172,601929
173,600565
174,002835
175,600697
176,000055
177,603861
178,600783
179,601000
180,300738
181,000719
182,603602
183,600717
184,603383
185,603661
186,600768
187,300570
188,600893
189,600794
190,600149
191,002753
192,603955
193,002722
194,601515
195,600155
196,600621
197,600053
198,600236
199,300566
200,600891
201,000737
202,600083
203,300131
204,300303
205,300152
206,601058
207,000796
208,603968
209,002397
210,601801
211,002130
212,002847
213,002707
214,600778
215,300580
216,300263
217,300129
218,603980
219,002336
220,600967
221,002438
222,600313
223,600076
224,002398
225,300712
226,600316
227,600959
228,000595
229,300232
230,002544
231,002518
232,600051
233,603126
234,002275
235,002464
236,300495
237,603733
238,600308
239,002228
240,002388
241,300171
242,002897
243,002479
244,002305
245,600850
246,002569
247,601989
248,300065
249,600510
250,000156
251,601798
252,601226
253,000589
254,000066
255,600634
256,600831
257,601008
258,600385
259,002030
260,002263
261,600074
262,300002
263,002363
264,600716
265,300382
266,600444
267,002469
268,600617
269,000726
270,000718
271,002251
272,002083
273,601068
274,002885
275,603326
276,603136
277,000625
278,601996
